Ticker,Description
CWBR,"CohBar, Inc., a clinical stage biotechnology company, focuses in the research and development of mitochondria based therapeutics (MBTs) for the treatment of chronic and age-related diseases. The company develops MBTs to treat non-alcoholic steatohepatitis (NASH), obesity, fatty liver disease, idiopathic pulmonary fibrosis, type 2 diabetes, acute respiratory distress syndrome, cancer, and cardiovascular diseases, such as Alzheimer's disease. Its lead clinical candidate is CB4211, a novel refined analog of the MOTS-c mitochondrial derived peptide, which is in Phase Ib stage of a Phase Ia/Ib clinical trial for the treatment of NASH and obesity. The company's preclinical programs include CB5138 analogs for fibrotic diseases; and CB5064 analogs for COVID-19 associated ARDS. CohBar, Inc. was incorporated in 2007 and is headquartered in Menlo Park, California."
AMPG,"AmpliTech Group, Inc. designs, engineers, and assembles micro-wave component-based amplifiers. The company's products include radio frequency (RF) amplifiers and related subsystems, such as low noise amplifiers for use in receivers of various communication systems comprising Wi-Fi, radar, satellite, base station, cell phone, radio, etc.; and medium power amplifiers that provide enhanced output power and gain in transceiver chains. It also provides specialty microwave block downconverters used as a test device on satellite access point antennas; specialty microwave 1:2 Tx protection switch panels that is used in satellite communication earth stations; desktop/benchtop and compact wideband power amplifiers; and waveguide to coaxial adapters for SATCOM and satellite internet gateway systems. In addition, the company offers cryogenic amplifiers for quantum computing, medical, RF imaging, research and development, space communications, accelerators, radiometry, and telephony applications; and cryogenic and non-cryogenic 4g/5g small cell subsystems for high-speed networks and airline Wi-Fi systems. Further, it provides custom assembly designs and non-recurring engineering services on a project-by-project basis, as well as IC packaging and lids products. The company serves aerospace, government, defense, commercial satellite, and wireless industries through sales representatives and distributors in the United States, Europe, the Middle East, and South Asia. AmpliTech Group, Inc. was founded in 2002 and is based in Bohemia, New York."
EYPT,"EyePoint Pharmaceuticals, Inc., a pharmaceutical company, develops and commercializes ophthalmic products for the treatment of eye diseases in the United States, China, and the United Kingdom. The company provides ILUVIEN, an injectable sustained-release micro-insert for treatment of diabetic macular edema; YUTIQ, a fluocinolone acetonide intravitreal implant for intravitreal injection for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye; and DEXYCU, a dexamethasone intraocular suspension, for the treatment of post-operative ocular inflammation, including treatment following cataract surgery. It is also developing EYP-1901, a twice-yearly bioerodible formulation of tyrosine kinase inhibitor for the treatment of wet age-related macular degeneration, diabetic retinopathy, and retinal vein occlusion; and YUTIQ50 for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye. The company has strategic collaborations with Alimera Sciences, Inc., Bausch & Lomb, OncoSil Medical UK Limited, Ocumension Therapeutics, and Equinox Science, LLC. It also has a commercial alliance with ImprimisRx PA, Inc. for the joint promotion of DEXYCU for the treatment of post-operative inflammation following ocular surgery. The company was formerly known as pSivida Corp. and changed its name to EyePoint Pharmaceuticals, Inc. in March 2018. EyePoint Pharmaceuticals, Inc. was incorporated in 1987 and is headquartered in Watertown, Massachusetts."
ARAV,"Aravive, Inc., a clinical-stage biopharmaceutical company, develops treatments for life-threatening diseases, including cancer and fibrosis in the United States. Its lead product candidate is batiraxcept, an ultrahigh-affinity, decoy protein that targets the GAS6-AXL signaling pathway, which is in Phase III clinical trial for the treatment of platinum- resistant recurrent ovarian cancer; and in Phase Ib/II clinical trial for the treatment of clear cell renal cell carcinoma and pancreatic adenocarcinoma. The company also develops AVB-S6, a soluble Fc-fusion protein to block the activation of the GAS6-AXL signaling pathway. It has a strategic collaboration agreement with WuXi Biologics (Hong Kong) Limited to develop novel high-affinity bispecific antibodies targeting cancer and fibrosis; and license agreement with 3D Medicines Inc. to develop products that contain batiraxcept as the sole drug substance for the treatment of human oncological diseases in mainland China, Taiwan, Hong Kong, and Macau. The company was formerly known as Versartis, Inc. and changed its name to Aravive, Inc. in October 2018. Aravive, Inc. was incorporated in 2008 and is headquartered in Houston, Texas."
SHPH,"Shuttle Pharmaceuticals Holdings, Inc., through its subsidiary, Shuttle Pharmaceuticals, Inc., focuses on the discovery, development, and commercialization of drugs for sensitizing cancers to radiation therapy. Its products in clinical stage include Ropidoxuridine, an oral halogenated pyrimidine to treat patients with brain tumors and soft tissue sarcomas; and Doranidazole, an injectable hypoxic cell radiation sensitizer for treatment of pancreatic, lung, and liver cancers. The company was founded in 2012 and is based in Rockville, Maryland."
RCON,"Recon Technology, Ltd. provides hardware, software, and on-site services to companies in the petroleum mining and extraction industry in the People's Republic of China. The company offers equipment, tools, and other components and parts related to oilfield production and other energy industries; and develops and sells industrial automation control and information solutions. It also provides equipment for oil and gas production and transportation, including heating furnaces and burner, as well as enhancing techniques comprising packers of fracturing; production packers; sand prevention in oil and water wells; water locating and plugging techniques; fissure shaper; fracture acidizing techniques; and electronic broken-down services to resolve block-up and freezing problems. In addition, the company offers automation systems and services, including pumping unit controller that monitors the pumping units and collects data; RTU to monitor natural gas wells and collect gas well pressure data; wireless dynamometers and wireless pressure gauges; electric multi-way valves for oilfield metering station flow control; and natural gas flow computer systems. Further, it provides Recon SCADA oilfield monitor and data acquisition system for supervision and data collection; EPC service of pipeline SCADA system for pipeline monitoring and data acquisition; EPC service of oil and gas wells SCADA system for monitoring and data acquisition of oil wells and natural gas wells; EPC service of oilfield video surveillance and control system to control the oil and gas wellhead and measurement station areas; and technique service for digital oilfield transformation. Additionally, the company offers oilfield waste water treatment solutions and related chemicals; oily sludge disposal solutions; and gas station operation and management solution. Recon Technology, Ltd. was incorporated in 2007 and is headquartered in Beijing, the People's Republic of China."
ISEE,"IVERIC bio, Inc., a biopharmaceutical company, discovers and develops novel treatments for retinal diseases with a focus on age-related and orphan inherited retinal diseases (IRDs). The company develops Zimura, an inhibitor of complement factor C5 comprising GATHER1, which has completed Phase 2/3 clinical trial; and GATHER2 that is in Phase 3 clinical trial for the treatment of geographic atrophy (GA) secondary to dry age-related macular degeneration (AMD). It also develops STAR or OPH2005 that is in Phase 2b clinical trial for the treatment of leber congenital amaurosis type 10 (LCA10) and autosomal recessive stargardt disease (STGD1); IC-500, a high temperature requirement A serine peptidase 1 protein inhibitors for the treatment of GA and other age-related retinal diseases; IC-100 for the treatment of rhodopsin-mediated autosomal dominant retinitis pigmentosa; and IC-200 for the treatment of IRDs associated with mutations in the BEST1 gene. In addition, the company develops OPH2001 that has completed Phase 1/2a clinical trial of various doses of Zimura monotherapy for the treatment of GA; OPH2000, which has completed Phase 1/2a clinical trial of various doses of Zimura administered in combination with Lucentis for the treatment of wet AMD; OPH2007 that has completed Phase 2a clinical trial for the treatment of wet AMD; and OPH2002, which has completed Phase 2a clinical trial for the treatment of idiopathic polypoidal choroidal vasculopathy. Its discovery and research programs include miniCEP290 program for LCA10; miniABCA4 Program for STGD1; and miniUSH2A Program for usher syndrome type 2A-Related IRDs. The company was formerly known as Ophthotech Corporation and changed its name to IVERIC bio, Inc. in April 2019. The company was incorporated in 2007 and is based in Parsippany, New Jersey."
CTV,"Innovid Corp. operates an independent software platform that provides ad serving and creative services. The company offers advertising services for the creation, delivery, and measurement of TV ads across connected TV, mobile TV, and desktop TV environments to advertisers, publishers, and media agencies. It also provides creative management; advertising measurement; identity resolution; and publisher solutions. The company serves consumer packaged goods, pharmaceutical and healthcare, financial services, and automotive and technology industries; third party agencies; and publishers in the United States, Canada, Europe, the Middle East, Africa, Latin America, and the Asia Pacific. Innovid Corp. was incorporated in 2007 and is headquartered in New York, New York."
SELB,"Selecta Biosciences, Inc., a clinical-stage biopharmaceutical company, engages in the research and development of nanoparticle immunomodulatory drugs for the treatment and prevention of human diseases. The company's lead therapeutic gene therapy program is SEL-302 that is in preclinical stage to improve the treatment of methylmalonic acidemia. It is also developing biologic therapies, such as SEL-212 that is in Phase III clinical trials for the treatment of chronic refractory gout; and product candidates to treat IgA-mediated diseases, including IgA nephropathy, linear IgA bullous dermatitis, IgA pemphigus, and Henoch-Schonlein purpura. In addition, the company is developing gene therapies comprising SEL-313, a product candidate in preclinical stage to treat ornithine transcarbamylase deficiency; SEL-399, a product candidate to evaluate the appropriate dose of ImmTOR in humans to reduce the formation of antibodies to AAV capsids; and products for the treatment of pompe disease, duchenne muscular dystrophy, limb-girdle muscular dystrophy, lysosomal storage disorder, and other autoimmune diseases. Further, it develops tolerogenic therapies to treat primary biliary cholangitis and other autoimmune diseases. The company has license and collaboration agreements with Takeda Pharmaceuticals USA, Inc.; Swedish Orphan Biovitrum; Sarepta Therapeutics, Inc.; Asklepios Biopharmaceutical, Inc.; Massachusetts Institute of Technology; Shenyang Sunshine Pharmaceutical Co., Ltd.; Ginkgo Bioworks Holdings, Inc.; and IGAN Biosciences, Inc. Selecta Biosciences, Inc. was incorporated in 2007 and is headquartered in Watertown, Massachusetts."
SRDX,"Surmodics, Inc., together with its subsidiaries, provides performance coating technologies for intravascular medical devices, and chemical and biological components for in vitro diagnostic immunoassay tests and microarrays in the United States and internationally. It operates in two segments, Medical Device and In Vitro Diagnostics (IVD). The Medical Device segment engages in the provision of surface modification coating technologies to enhance access, deliverability, and predictable deployment of medical devices; and drug-delivery coating technologies to provide site-specific drug-delivery from the surface of a medical device for coronary, peripheral, neuro-vascular and structural heart, and other markets, as well as manufacturing of vascular intervention medical devices, including drug-coated balloons, mechanical thrombectomy devices, and radial access balloon catheters and guide sheaths. The IVD segment develops, manufactures, and sells chemical and biological components for in vitro diagnostic immunoassay and molecular tests, as well as diagnostic and biomedical research markets. This segment offers protein stabilizers, substrates, surface coatings, and antigens. The company was founded in 1979 and is headquartered in Eden Prairie, Minnesota."
GALT,"Galectin Therapeutics Inc., a clinical stage biopharmaceutical company, engages in the research and development of therapies for fibrotic, cancer, and other diseases. The company's lead product candidate is belapectin (GR-MD-02) galectin-3 inhibitor, a galactoarabino-rhamnogalacturonan polysaccharide polymer that is in Phase III clinical trial for the treatment of liver fibrosis associated with fatty liver disease and non-alcoholic steatohepatitis cirrhosis, as well as for the treatment of cancer. It also engages in developing GM-CT-01, which is in pre-clinical development stage for the treatment of cardiac and vascular fibrosis, as well as focuses on developing belapectin for the treatment of psoriasis, and lung and kidney fibrosis. The company, through its Galectin Sciences, LLC, which is a collaborative joint venture co-owned by SBH Sciences, Inc., to research and development of small organic molecule inhibitors of galectin-3 for oral administration. The company was formerly known as Pro-Pharmaceuticals, Inc. and changed its name to Galectin Therapeutics, Inc. in May 2011. Galectin Therapeutics Inc. was founded in 2000 and is based in Norcross, Georgia."
SPCB,"SuperCom Ltd. provides digital identity, Internet of Things and connectivity, and cyber security products and solutions to governments, and private and public organizations worldwide. It offers MAGNA, a common platform for national ID registries, e-passports, biometric visas, automated fingerprint identification systems, digitized driver's licenses, and electronic voter registration and election management. The company's PureRF suite is a solution based on RFID tag technology to identify, locate, track, monitor, count, and protect people and objects. Its PureRF suite comprises PureRF tags, hands-free long-range RFID asset and vehicle tags, PureRF readers, PureRF activators, and PureRF initializers, house arrest monitoring systems, PureTag RF bracelets, PureCom RF base stations, GPS offender tracking systems, PureTrack, PureBeacon, PureMonitor offender electronic monitoring software, inmate monitoring systems, DoorGuard tracking station, and personnel tags. In addition, the company offers domestic violence victim protection systems. Further, it provides connectivity products and solutions comprising AVIDITY WBSac, BOLSTER WBSn, BreezeULTRA P6000, Arena controller, and BreezeNET B. Additionally, the company offers Safend's Encryption Suite that protects the organization's sensitive data; and designs solutions for carrier Wi-Fi, enterprise connectivity, smart city, smart hospitality, connected campuses, and connected events. It sells its systems and products through local representatives, subsidiaries, and distribution channels, as well as independent representatives and resellers. The company was formerly known as Vuance Ltd. and changed its name to SuperCom Ltd. in January 2013. SuperCom Ltd. was incorporated in 1988 and is headquartered in Tel Aviv-Yafo, Israel."
CURV,"Torrid Holdings Inc. operates in women's plus-size apparel and intimates market in North America. The company designs, develops, and merchandises its products under the Torrid and Torrid Curve brand names. It is involved in the sale of tops, bottoms, dresses, denims, activewear, intimates, sleep wear, swim wear, and outerwear products; and non-apparel products comprising accessories, footwear, and beauty products. The company sells its products directly to consumers through its e-commerce platform and its physical stores. As of January 29, 2022, it operated 624 stores in 50 U.S. states, Puerto Rico, and Canada. Torrid Holdings Inc. was incorporated in 2019 and is headquartered in City of Industry, California."
NXTP,"NextPlay Technologies, Inc., a technology solutions company, provides games, in-game advertising, digital asset products and services, connected TV, and travel booking services to consumers and corporations in the United States, Puerto Rico, Europe, and Thailand. The company operates through three segments: Media, FinTech, and Travel. The Media segment provides HotPlay games studio, a game development studio that develops a range of casual games; HotPlay redemption mobile application, a digital wallet that is used to collect the HotPlay IGA rewards; HotPlay In game advertising and rewards platform, that enable advertisements and rewards to be inserted in game; goPlay platform, a gamification platform for users to compete against each other through tournaments and challenges, as well as a reward platform that rewards users for their continued loyalty and continuous game; and Zappware, a TV as a Service platform, which includes media source ingest, encoding and transcoding, packaging, protection, delivery, playback, and analytics that provide telco operators for their digital media processing, as well as a client side set top box and smart TV middleware platform, associated application framework and corresponding, and supporting content management system. The FinTech segment engages in the development of NextFinTech Platform, an integrated digital financial platform, which offers mobile banking, investments into alternative assets, and insurance to businesses and individuals. The Travel segment offers booking solutions for business and leisure; and travel technology solutions comprising alternative lodging rental properties under NextTrip ConNextions brand. The company was incorporated in 2005 and is based in Sunrise, Florida."
PSNYW,"Polestar Automotive Holding UK PLC manufactures and sells premium electric vehicles. The company was founded in 2017 and is headquartered in Gothenburg, Sweden."
WHLR,"Headquartered in Virginia Beach, VA, Wheeler Real Estate Investment Trust, Inc. (NASDAQ: WHLR ) is a fully integrated, self-managed commercial real estate investment company focused on owning and operating income-producing retail properties with a primary focus on grocery-anchored centers."
RF,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management. The Corporate Bank segment offers commercial banking services, such as commercial and industrial, commercial real estate, and investor real estate lending; equipment lease financing; deposit products; and securities underwriting and placement, loan syndication and placement, foreign exchange, derivatives, merger and acquisition, and other advisory services. It serves corporate, middle market, and commercial real estate developers and investors. The Consumer Bank segment provides consumer banking products and services related to residential first mortgages, home equity lines and loans, consumer credit cards, and other consumer loans, as well as deposits. The Wealth Management segment offers credit related products, and retirement and savings solutions; and trust and investment management, asset management, and estate planning services to individuals, businesses, governmental institutions, and non-profit entities. The company also provides investment and insurance products; low-income housing tax credit corporate fund syndication services; and other specialty financing services. As of March 01, 2022, it operated through a network of 1,300 banking offices and 2,000 automated teller machines across the South, Midwest, and Texas. Regions Financial Corporation was founded in 1971 and is headquartered in Birmingham, Alabama."
ON,"ON Semiconductor Corporation provides intelligent sensing and power solutions worldwide. Its intelligent power technologies enable the electrification of the automotive industry that allows for lighter and longer-range electric vehicles, empowers fast-charging systems, and propels sustainable energy for the solar strings, industrial power, and storage systems. The company operates through three segments the Power Solutions Group, the Advanced Solutions Group, and the Intelligent Sensing Group segments. It offers analog, discrete, module, and integrated semiconductor products that perform multiple application functions, including power switching and conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. The company also designs and develops analog, mixed-signal, advanced logic, application specific standard product and ASICs, radio frequency, and integrated power solutions for end-users in end-markets, as well as provides foundry and design services for government customers. In addition, it develops complementary metal oxide semiconductor image sensors, image signal processors, and single photon detectors, including silicon photomultipliers and single photon avalanche diode arrays, as well as actuator drivers for autofocus and image stabilization for a broad base of end-users in various end-markets. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Phoenix, Arizona."
MRO,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and internationally. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol. It also owns and operates 32 central gathering and treating facilities; and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in December 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas."
HBAN,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States. The company operates through four segments: Consumer and Business Banking; Commercial Banking; Vehicle Finance; and Regional Banking and The Huntington Private Client Group (RBHPCG). The Consumer and Business Banking segment offers financial products and services, such as checking accounts, savings accounts, money market accounts, certificates of deposit, credit cards, and consumer and small business loans, as well as investment products. This segment also provides mortgages, insurance, interest rate risk protection, foreign exchange, automated teller machine, and treasury management services, as well as online, mobile, and telephone banking services. It serves consumer and small business customers. The Commercial Banking segment offers regional commercial banking solutions for middle market businesses, government and public sector entities, and commercial real estate developers/REITs; and specialty banking solutions for healthcare, technology and telecommunications, franchise finance, sponsor finance, and global services industries. It also provides asset finance services; capital raising solutions, sales and trading, and corporate risk management products; institutional banking services; and treasury management services. The Vehicle Finance segment provides financing to consumers for the purchase of automobiles, light-duty trucks, recreational vehicles, and marine craft at franchised and other select dealerships, as well as to franchised dealerships for the acquisition of new and used inventory. The RBHPCG segment offers private banking, wealth and investment management, and retirement plan services. As of March 18, 2022, the company had approximately 1,000 branches in 11 states. Huntington Bancshares Incorporated was founded in 1866 and is headquartered in Columbus, Ohio."
MRVL,"Marvell Technology, Inc., together with its subsidiaries, designs, develops, and sells analog, mixed-signal, digital signal processing, and embedded and standalone integrated circuits. It offers a portfolio of Ethernet solutions, including controllers, network adapters, physical transceivers, and switches; single or multiple core processors; ASIC; and printer System-on-a-Chip products and application processors. The company also provides a range of storage products comprising storage controllers for hard disk drives (HDD) and solid-state drives that support various host system interfaces consisting of serial attached SCSI (SAS), serial advanced technology attachment (SATA), peripheral component interconnect express, non-volatile memory express (NVMe), and NVMe over fabrics; and fiber channel products, including host bus adapters, and controllers for server and storage system connectivity. It has operations in the United States, China, Malaysia, the Philippines, Thailand, Singapore, India, Israel, Japan, South Korea, Taiwan, and Vietnam. Marvell Technology, Inc. was incorporated in 1995 and is headquartered in Wilmington, Delaware."
VBNK,"VersaBank provides various banking products and services in Canada and the United States. It offers deposit products, such as guaranteed investment certificates, registered retirement savings plans, daily interest savings accounts, and tax-free savings accounts, as well as deposit insurance products. The company also provides lending services, including point of sale financing that covers purchasing loan and lease receivables from finance companies operating in various industries; and commercial banking services comprising commercial real estate, public sector/infrastructure financing, condominium financing, and residential mortgages. In addition, it offers cybersecurity services. The company was formerly known as Pacific & Western Bank of Canada and changed its name to VersaBank in May 2016. VersaBank was incorporated in 1979 and is headquartered in London, Canada."
CHAA,"Catcha Investment Corp does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It intends to identify business opportunities in the field of technology, digital media, financial technology, or digital services sectors. The company was incorporated in 2020 and is based in Singapore."
ACIU,"AC Immune SA, a clinical stage biopharmaceutical company, discovers, designs, and develops medicines and diagnostic products for the prevention and treatment of neurodegenerative diseases associated with protein misfolding. Its SupraAntigen and Morphomer platforms are designed to generate vaccines, antibodies, and small molecules, which selectively interact with misfolded proteins that are common in a range of neurodegenerative diseases. The company is developing Crenezumab, a humanized, conformation-specific monoclonal antibody, which is in Phase II clinical prevention trial for the treatment of Alzheimer's disease (AD). It is also developing ACI-24, an anti-Abeta vaccine candidate that is in Phase II clinical study for AD, as well as completed Phase Ib clinical study for Down syndrome; ACI-35, an anti-Tau vaccine candidate that has completed Phase Ib clinical study; and Tau- positron emission tomography (PET) imaging tracer, which is in Phase II clinical study. In addition, the company is researching and developing small molecule Tau aggregation inhibitors for AD and NeuroOrphan indications. Further, it has discovery and preclinical stage molecules targeting range of neurodegenerative diseases, which include diagnostics targeting TDP-43, alpha-synuclein, and NLRP3. AC Immune SA has license agreements and collaborations with Genentech, Inc.; Biogen International GmbH; Janssen Pharmaceuticals, Inc.; Life Molecular Imaging SA; Eli Lilly and Company; and WuXi Biologics. The company was incorporated in 2003 and is headquartered in Lausanne, Switzerland."
ACES,"The fund will invest at least 80% of its net assets in securities that comprise the underlying index. The underlying index utilizes a rules-based methodology developed by CIBC National Trust Company (the ""index provider""), which is designed to provide exposure to a diverse set of U.S. and Canadian companies involved in the clean energy sector including renewables and clean technology. The fund is non-diversified."
KBWB,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is a modified-market capitalization-weighted index of companies primarily engaged in U.S. banking activities, as determined by the index provider. The underlying index is designed to track the performance of large national U.S. money centers, regional banks, and thrift institutions that are publicly traded in the U.S. The fund is non-diversified."
BPAC,"Bullpen Parlay Acquisition Company does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It intends to identify business opportunities in the field of online real money gaming, technology, sports, digital media, hospitality, and leisure. The company was incorporated in 2021 and is based in San Francisco, California."
MOHR,"The fund invests in ETFs that invest in equity securities of any market capitalization that are representative of an asset class or an investment style and individual equity securities without regard to market capitalization. It may invest in U.S., foreign, and emerging market issuers. The fund defines emerging market issuers as those found in countries represented in the MSCI Emerging Market index."
CINF,"Cincinnati Financial Corporation, together with its subsidiaries, provides property casualty insurance products in the United States. The company operates through five segments: Commercial Lines Insurance, Personal Lines Insurance, Excess and Surplus Lines Insurance, Life Insurance, and Investments. The Commercial Lines Insurance segment offers coverage for commercial casualty, commercial property, commercial auto, and workers' compensation. It also provides director and officer liability insurance, contract and commercial surety bonds, and fidelity bonds; and machinery and equipment coverage. The Personal Lines Insurance segment offers personal auto insurance; homeowner insurance; and dwelling fire, inland marine, personal umbrella liability, and watercraft coverages to individuals. The Excess and Surplus Lines Insurance segment offers commercial casualty insurance that covers businesses for third-party liability from accidents occurring on their premises or arising out of their operations, such as injuries sustained from products; and commercial property insurance, which insures buildings, inventory, equipment, and business income from loss or damage due to various causes, such as fire, wind, hail, water, theft, and vandalism. The Life Insurance segment provides term life insurance products; universal life insurance products; worksite products, such as term life; and whole life insurance products. The Investments segment invests in fixed-maturity investments, including taxable and tax-exempt bonds, and redeemable preferred stocks; and equity investments comprising common and nonredeemable preferred stocks. The company also offers commercial leasing and financing services; and insurance brokerage services. Cincinnati Financial Corporation was founded in 1950 and is headquartered in Fairfield, Ohio."
TSRI,"TSR, Inc., a staffing company, focuses on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services to its customers in the New York metropolitan area, New England, and the Mid-Atlantic region. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It primarily serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is based in Hauppauge, New York."
ALBO,"Albireo Pharma, Inc., a commercial-stage biopharmaceutical company, focuses on the development and commercialization of novel bile acid modulators to treat orphan pediatric liver diseases and other liver or gastrointestinal diseases and disorders. The company offers Bylvay for the treatment of progressive familial intrahepatic cholestasis, as well as in Phase III clinical trial for treating biliary atresia, alagille syndrome, and rare and life-threatening disorder to children; and Elobixibat for the treatment of chronic constipation and other functional diseases. It also engages in the developing of A3907, which is in Phase I clinical trial for the treatment of adult liver diseases; and A2342, a preclinical candidate to treat adult viral and liver diseases. The company has a license agreement with EA Pharma Co., Ltd. for the development and commercialization of elobixibat. Albireo Pharma, Inc. is headquartered in Boston, Massachusetts."
RGF,"The Real Good Food Company, Inc., through its subsidiary, Real Good Foods, LLC operates as a health and wellness focused frozen food company in the United States. The company develops, manufactures, and markets foods designed to be high in protein, low in sugar, and made from gluten- and grain-free ingredients. It offers comfort foods, such as bacon wrapped stuffed chicken, chicken enchiladas, grain-free cheesy bread breakfast sandwiches, and various entree bowls under the Realgood Foods Co. brand name, as well as sells private-label products. The company serves retailers, which primarily sell its products through natural and conventional grocery, drug, club, and mass merchandise stores. It also sells its products through its e-commerce channel, which includes direct-to-consumer sales through its website, as well as through its retail customers' online platforms. The company was formerly known as Project Clean, Inc. and changed its name to The Real Good Food Company, Inc. in October 2021. The Real Good Food Company, Inc. was founded in 2016 and is based in Cherry Hill, New Jersey."
DCP,"DCP Midstream, LP, together with its subsidiaries, owns, operates, acquires, and develops a portfolio of midstream energy assets in the United States. The company operates through Logistics and Marketing, and Gathering and Processing. The Logistics and Marketing segment engages in transporting, trading, marketing, and storing natural gas and natural gas liquids (NGLs); and fractionating NGLs. The Gathering and Processing segment is involved in gathering, compressing, treating, and processing natural gas; producing and fractionating NGLs; and recovering condensate. The company owns and operates approximately 35 natural gas processing plants. It serves petrochemical and refining companies, and retail propane distributors. The company was formerly known as DCP Midstream Partners, LP and changed its name to DCP Midstream, LP in January 2017.DCP Midstream, LP was incorporated in 2005 and is headquartered in Denver, Colorado."
NKE,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells men's, women's, and kids athletic footwear, apparel, equipment, and accessories worldwide. The company provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. In addition, it sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. The company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel. Additionally, it licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. The company sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon."
WASH,"Washington Trust Bancorp, Inc. operates as the bank holding company for The Washington Trust Company, of Westerly that offers various banking and financial services to individuals and businesses. The company operates in two segments, Commercial Banking and Wealth Management Services. The Commercial Banking segment provides various commercial and retail lending products, such as commercial real estate loans, including commercial mortgages and construction loans; commercial and industrial loans; residential real estate loans that consist of mortgage and homeowner construction loans; and consumer loans comprising home equity loans and lines of credit, personal installment loans, and loans to individuals secured by general aviation aircraft. This segment also offers deposit accounts, including interest-bearing and noninterest-bearing demand deposits, NOW and savings accounts, money market and retirement deposit accounts, and time deposits, as well as debit card, automated teller machine, telephone banking, internet banking, mobile banking, remote deposit capture, and other cash management services. The Wealth Management Services segment provides investment management; financial planning; personal trust and estate services, such as trustee, personal representative, custodian, and guardian; and settlement of decedents' estates, as well as institutional trust services comprising custody and fiduciary services. This segment serves personal and institutional clients. The company also operates as a licensed broker-dealer; and offers variable annuities and college savings plans. Washington Trust Bancorp, Inc. was founded in 1800 and is headquartered in Westerly, Rhode Island."
SCWX,"SecureWorks Corp., through its subsidiaries, provides technology-driven information security solutions for protecting its customers in the United States and internationally. The company's solutions include software-as-a-service solutions, managed security services, and professional services, including incident response and security risk consulting services. Its solutions enable organizations to prevent security breaches, detect malicious activity, respond rapidly to security breaches, and identify emerging threats. The company sells its solutions primarily through its direct sales organization, as well as through referral agents, regional value-added resellers, and trade associations. It serves customers in a range of industries, including financial services, manufacturing, technology, retail, insurance, utility, and healthcare sectors. The company was formerly known as SecureWorks Holding Corporation and changed its name to SecureWorks Corp. in November 2015. SecureWorks Corp. was founded in 1999 and is headquartered in Atlanta, Georgia. SecureWorks Corp. operates as a subsidiary of Dell Marketing L.P."
