Ticker,Company,Sector,Industry,Country,Description
WFCF,"Where Food Comes From, Inc.",Technology,Software - Application,USA,"Where Food Comes From, Inc., together with its subsidiaries, provides verification and certification solutions for the agriculture, livestock, and food industries in the United States. The company operates through Verification and Certification, and Software Sales and Related Consulting segments. It conducts on-site and desk audits to verify that claims made about livestock, crops, and other food products are accurate, as well as offers Where Food Comes From Source Verified retail and restaurant labeling program, which connects consumers directly to the source of the food they purchase through product labeling, and web-based information sharing and education. The company also offers sustainability programs, compliance management, and software-as-a-service; maintenance, support, and software-related consulting services; and web-hosting services, as well as sells hardware. It serves beef and pork packers, organic producers and processors, and specialty retail chains. The company was formerly known as Integrated Management Information, Inc. and changed its name to Where Food Comes From, Inc. in December 2012. Where Food Comes From, Inc. was founded in 1996 and is headquartered in Castle Rock, Colorado."
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,"Ovintiv Inc., together with its subsidiaries, engages in the exploration, development, production, and marketing of natural gas, oil, and natural gas liquids. It operates through USA Operations, Canadian Operations, and Market Optimization segments. The company's principal assets include Permian in west Texas and Anadarko in west-central Oklahoma; and Montney in northeast British Columbia and northwest Alberta. Its other upstream assets comprise Bakken in North Dakota, and Uinta in central Utah; and Horn River in northeast British Columbia, and Wheatland in southern Alberta. The company was formerly known as Encana Corporation and changed its name to Ovintiv Inc. in January 2020. Ovintiv Inc. was incorporated in 2020 and is based in Denver, Colorado."
OBIO,"Orchestra BioMed Holdings, Inc.",Healthcare,Biotechnology,USA,"Orchestra BioMed Holdings, Inc. operates as a therapeutic device company that develops therapeutic treatments and products for cardiovascular diseases. It offers BackBeat Cardiac Neuromodulation Therapy (CNT), a patented, intelligent bioelectronic treatment for hypertension; Virtue SAB, a patented drug/device combination product for the treatment of artery disease; FreeHold Retractors, a minimally invasive surgical device solution; and Virtue SEB, a drug-eluting balloon angioplasty system for the treatment of coronary artery disease. The company has a strategic collaboration with Medtronic to develop BackBeat CNT as a potential treatment for hypertension in patients who are indicated for a cardiac pacemaker. Orchestra BioMed Holdings, Inc. is based in New Hope, Pennsylvania."
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,"PDC Energy, Inc., an independent exploration and production company, acquires, explores for, develops, and produces crude oil, natural gas, and natural gas liquids in the United States. The company's operations are primarily located in the Wattenberg Field in Colorado and the Delaware Basin in Texas. As of December 31, 2021, it owned interests in approximately 3,500 productive gross wells. The company was formerly known as Petroleum Development Corporation and changed its name to PDC Energy, Inc. in June 2012. PDC Energy, Inc. was founded in 1969 and is headquartered in Denver, Colorado."
PBF,PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,USA,"PBF Energy Inc., together with its subsidiaries, engages in refining and supplying petroleum products. The company operates in two segments, Refining and Logistics. It produces gasoline, ultra-low-sulfur diesel, heating oil, diesel fuel, jet fuel, lubricants, petrochemicals, and asphalt, as well as unbranded transportation fuels, petrochemical feedstocks, blending components, and other petroleum products. The company sells its products in Northeast, Midwest, Gulf Coast, and West Coast of the United States, as well as in other regions of the United States, Canada, and Mexico. It also offers various rail, truck, and marine terminaling services, as well as pipeline transportation and storage services. As of December 31, 2021, the company owned and operated six oil refineries and related assets. PBF Energy Inc. was founded in 2008 and is based in Parsippany, New Jersey."
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USA,"Delek US Holdings, Inc. engages in the integrated downstream energy business in the United States. The company operates through three segments: Refining, Logistics, and Retail. The Refining segment processes crude oil and other feedstock for the manufacture of various grades of gasoline, diesel fuel, aviation fuel, asphalt, and other petroleum-based products that are distributed through owned and third-party product terminal. It owns and operates four independent refineries located in Tyler, Texas; El Dorado, Arkansas; Big Spring, Texas; and Krotz Springs, Louisiana, as well as three biodiesel facilities in Crossett, Arkansas, Cleburne, Texas, and New Albany. The Logistics segment gathers, transports, and stores crude oil, intermediate, and refined products; and markets, distributes, transports, and stores refined products for third parties. It owns or leases capacity on approximately 400 miles of crude oil transportation pipelines, approximately 450 miles of refined product pipelines, an approximately 900-mile crude oil gathering system, and associated crude oil storage tanks with an aggregate of approximately 10.2 million barrels of active shell capacity; and owns and operates ten light product distribution terminals, as well as markets light products using third-party terminals. The Retail segment owns and leases 248 convenience store sites located primarily in West Texas and New Mexico. Its convenience stores offer various grades of gasoline and diesel under the DK or Alon brand; and food products and service, tobacco products, non-alcoholic and alcoholic beverages, and general merchandise, as well as money orders to the public primarily under the 7-Eleven and DK or Alon brand names. It serves oil companies, independent refiners and marketers, jobbers, distributors, utility and transportation companies, the U.S. government, and independent retail fuel operators. Delek US Holdings, Inc. was founded in 2001 and is headquartered in Brentwood, Tennessee."
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA,"CVR Energy, Inc., together with its subsidiaries, engages in the petroleum refining and nitrogen fertilizer manufacturing activities in the United States. It operates in two segments, Petroleum and Nitrogen Fertilizer. The Petroleum segment refines and markets gasoline, diesel fuel, and other refined products. It also owns and operates a coking medium-sour crude oil refinery in southeast Kansas; and a crude oil refinery in Wynnewood, Oklahoma, as well as supporting logistics assets. This segment primarily serves retailers, railroads, farm co-operatives, and other refiners/marketers. The Nitrogen Fertilizer segment owns and operates a nitrogen fertilizer plant in North America that utilizes a pet coke gasification process to produce nitrogen fertilizer products; and a nitrogen fertilizer facility in East Dubuque, Illinois that produces nitrogen fertilizers in the form of ammonia and urea ammonium nitrate (UAN). It primarily markets UAN products to agricultural customers; and ammonia products to agricultural and industrial customers. The company was founded in 1906 and is headquartered in Sugar Land, Texas. CVR Energy, Inc. is a subsidiary of Icahn Enterprises L.P."
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,"Matador Resources Company, an independent energy company, engages in the exploration, development, production, and acquisition of oil and natural gas resources in the United States. It operates through two segments, Exploration and Production; and Midstream. The company primarily holds interests in the Wolfcamp and Bone Spring plays in the Delaware Basin in Southeast New Mexico and West Texas. It also operates the Eagle Ford shale play in South Texas; and the Haynesville shale and Cotton Valley plays in Northwest Louisiana. In addition, the company conducts midstream operations in support of its exploration, development, and production operations; provides natural gas processing and oil transportation services; and offers oil, natural gas, and produced water gathering services, as well as produced water disposal services to third parties. As of December 31, 2021, its estimated total proved oil and natural gas reserves were 323.4 million barrels of oil equivalent, including 181.3 million stock tank barrels of oil and 852.5 billion cubic feet of natural gas. The company was formerly known as Matador Holdco, Inc. and changed its name to Matador Resources Company in August 2011. Matador Resources Company was founded in 2003 and is headquartered in Dallas, Texas."
NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,USA,"NexTier Oilfield Solutions Inc., through its subsidiaries, provides well completion and production services in various active and demanding basins. The company operates through two segments, Completion Services, and Well Construction and Intervention Services. The Completion Services segment offers hydraulic fracturing services to enhance production of oil and natural gas from formations with low permeability and restricted flow of hydrocarbons; wireline services; and perforating, pumpdown, pipe recovery, pressure pumping, and wellsite make-up and pressure testing services. As of December 31, 2021, it had approximately 2.1 million of fracturing hydraulic horsepower, 101 wireline trucks, and 76 pumpdown units. The Well Construction and Intervention Services segment provides cementing services that incorporate custom engineered mixing and blending equipment to ensure precision and accuracy in providing annulus isolation and hydraulic seal, while protecting fresh water zones from its customers' zone of interest; and engineering software and technical guidance for remedial cementing applications, and acidizing to optimize the performance of its customers' wells. This segment also offers coiled tubing services to help customers in accomplishing various goals in their horizontal completion, workover, and well maintenance projects. As of December 31, 2021, it had approximately 17 coiled tubing units and 74 cementing units. The company serves integrated and large independent oil and natural gas exploration and production companies in the United States and internationally. NexTier Oilfield Solutions Inc. was founded in 1973 and is headquartered in Houston, Texas."
EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P,USA,"VAALCO Energy, Inc., an independent energy company, acquires, explores for, develops, and produces crude oil and natural gas. The company holds Etame production sharing contract related to the Etame Marin block located offshore in the Republic of Gabon in West Africa. It also owns interests in an undeveloped block offshore Equatorial Guinea, West Africa. VAALCO Energy, Inc. was incorporated in 1985 and is headquartered in Houston, Texas."
IRS,IRSA Inversiones y Representaciones Sociedad Anonima,Real Estate,Real Estate - Development,Argentina,"IRSA Inversiones y Representaciones Sociedad Anonima, together with its subsidiaries, engages in the diversified real estate activities in Argentina. The company is involved in the acquisition, development, and operation of shopping malls, office buildings, and other non-shopping mall properties primarily for rental purposes. It also acquires and operates luxury hotels under the Intercontinental, Libertador, and Llao Llao names; develops and sells residential properties; and acquires undeveloped land reserves for future development or sale. The company was incorporated in 1943 and is headquartered in Buenos Aires, Argentina. IRSA Inversiones y Representaciones Sociedad Anonima is a subsidiary of Cresud S.A.C.I.F. y A."
NR,"Newpark Resources, Inc.",Energy,Oil & Gas Equipment & Services,USA,"Newpark Resources, Inc. provides products, rentals, and services primarily to the oil and natural gas exploration and production (E&P) industry. The company operates through two segments, Fluids Systems and Industrial Solutions. The Fluids Systems segment provides drilling, completion, and stimulation fluids products and related technical services to customers primarily in the North America, Europe, the Middle East, and Africa, as well as other countries in the Asia Pacific and Latin America. The Industrial Solutions segment offers composite matting system rentals utilized for temporary worksite access; related site construction and services to customers in various markets, including power transmission, E&P, pipeline, renewable energy, petrochemical, construction, and other industries primarily in the United States and Europe; and sells composite mats to customers worldwide. This segment also provides access road construction, site planning and preparation, environmental protection, fluids and spill containment, erosion control, and site restoration services. Newpark Resources, Inc. was incorporated in 1932 and is headquartered in The Woodlands, Texas."
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,"Valero Energy Corporation manufactures, markets, and sells transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, and internationally. The company operates through three segments: Refining, Renewable Diesel, and Ethanol. It produces conventional, premium, and reformulated gasolines; gasoline meeting the specifications of the California Air Resources Board (CARB); diesel fuels, and low-sulfur and ultra-low-sulfur diesel fuels; CARB diesel; other distillates; jet fuels; blendstocks; and asphalts, petrochemicals, lubricants, and other refined petroleum products, as well as sells lube oils and natural gas liquids. As of December 31, 2021, the company owned 15 petroleum refineries with a combined throughput capacity of approximately 3.2 million barrels per day; and 12 ethanol plants with a combined ethanol production capacity of approximately 1.6 billion gallons per year. It sells its refined products through wholesale rack and bulk markets; and through approximately 7,000 outlets under the Valero, Beacon, Diamond Shamrock, Shamrock, Ultramar, and Texaco brands. The company also produces and sells ethanol, dry distiller grains, syrup, and inedible corn oil primarily to animal feed customers. In addition, it owns and operates crude oil and refined petroleum products pipelines, terminals, tanks, marine docks, truck rack bays, and other logistics assets; and owns and operates a plant that processes animal fats, used cooking oils, and inedible distillers corn oils into renewable diesel. The company was formerly known as Valero Refining and Marketing Company and changed its name to Valero Energy Corporation in August 1997. Valero Energy Corporation was founded in 1980 and is headquartered in San Antonio, Texas."
APA,APA Corporation,Energy,Oil & Gas E&P,USA,"APA Corporation, through its subsidiaries, explores for, develops, and produces oil and gas properties. It has operations in the United States, Egypt, and the United Kingdom, as well as has exploration activities offshore Suriname. The company also operates gathering, processing, and transmission assets in West Texas, as well as holds ownership in four Permian-to-Gulf Coast pipelines. APA Corporation was founded in 1954 and is based in Houston, Texas."
VORB,"Virgin Orbit Holdings, Inc.",Industrials,Aerospace & Defense,USA,"Virgin Orbit Holdings, Inc., a vertically integrated aerospace company, designs and develops commercial space orbital air pad launch solutions for small satellites across government, research, and education industries. It offers launch services for national security and defense; rideshare satellite launch services; civil spaceports; and space solutions. The company is headquartered in Long Beach, California."
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,"Northern Oil and Gas, Inc., an independent energy company, engages in the acquisition, exploration, exploitation, development, and production of crude oil and natural gas properties in the United States. The company primarily holds interests in the Williston Basin, the Appalachian Basin, and the Permian Basin in the United States. As of December 31, 2021, it owned working interests in 7,436 gross producing wells; and had proved reserves of 287,682 million barrels of oil equivalent. The company is based in Minnetonka, Minnesota."
CEI,"Camber Energy, Inc.",Energy,Oil & Gas E&P,USA,"Camber Energy, Inc., an independent oil and natural gas company, engages in the acquisition, development, and sale of crude oil, natural gas, and natural gas liquids (NGL) in Kansas, Missouri; Louisiana; and Texas. As of December 31, 2021, its total estimated proved producing reserves consists of approximately 73,800 barrels of oil equivalent, including 48,400 barrels were crude oil and NGL reserves, and 152,400 thousand cubic feet were natural gas reserves. The company was formerly known as Lucas Energy Inc. and changed its name to Camber Energy, Inc. in January 2017. Camber Energy, Inc. was incorporated in 2003 and is headquartered in Houston, Texas."
OVBC,Ohio Valley Banc Corp.,Financial,Banks - Regional,USA,"Ohio Valley Banc Corp. operates as the bank holding company for The Ohio Valley Bank Company that provides commercial and consumer banking products and services. The company operates in two segments, Banking and Consumer Finance. It accepts various deposit products, including checking, savings, time, and money market accounts, as well as individual retirement accounts, demand deposits, NOW accounts, and certificates of deposit. The company also provides various residential real estate loans, including one-to four-family residential mortgages; commercial loans for securing equipment, inventory, stock, commercial real estate, and rental property; and consumer loans secured by automobiles, mobile homes, recreational vehicles, and other personal property, as well as personal loans, unsecured credit card receivables, floor plan and student loans, and construction loans. In addition, it offers safe deposit boxes, wire transfers, credit card services, and Internet banking services; and financial management online services, such as cash management and news updates related to repossession auctions, current rates, and general bank news. Further, the company provides automatic teller machine (ATM) services, consumer finance, seasonal tax preparation services, and commercial property and various liability insurance services, as well as trust and online-only consumer direct mortgage services. It operates sixteen offices in Ohio and West Virginia; and six consumer finance offices in Ohio. The company owns and operates thirty- six ATMs, including twenty off-site ATMs. Ohio Valley Banc Corp. was founded in 1872 and is headquartered in Gallipolis, Ohio."
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,"Cactus, Inc. designs, manufactures, sells, and rents a range of wellheads and pressure control equipment in the United States, Australia, China, and the Kingdom of Saudi Arabia. The company's principal products include Cactus SafeDrill wellhead systems, Cactus SafeLink monobore, SafeClamp, and SafeInject systems, as well as frac stacks, zipper manifolds, and production trees. It also provides field services, such as 24-hour service crews to assist with the installation, maintenance, repair, and safe handling of the wellhead and pressure control equipment; and repair and refurbishment services. The company sells or rents its products for onshore unconventional oil and gas wells for drilling, completion, and production phases of the wells. In addition, it operates 15 service centers in the United States, as well as 3 service centers in Eastern Australia. Cactus, Inc. was founded in 2011 and is headquartered in Houston, Texas."
HUSA,Houston American Energy Corp.,Energy,Oil & Gas E&P,USA,"Houston American Energy Corp., an independent oil and gas company, engages in the exploration, development, and production of natural gas, crude oil, and condensate in the United States. Its oil and gas properties are located primarily in the Texas Permian Basin, the onshore Texas and Louisiana Gulf Coast region, and in the South American country of Colombia. As of December 31, 2021, the company owned interests in four gross wells. Houston American Energy Corp. was incorporated in 2001 and is based in Houston, Texas."
DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing,USA,"HF Sinclair Corporation operates as an independent energy company. It produces and markets gasoline, diesel fuel, jet fuel, renewable diesel, specialty lubricant products, specialty chemicals, specialty and modified asphalt, and others. The company also owns and operates refineries located in Kansas, Oklahoma, New Mexico, Utah, Washington, and Wyoming; and markets its refined products principally in the Southwest United States and Rocky Mountains, Pacific Northwest, and in other neighboring Plains states. In addition, it supplies fuels to approximately 1,300 independent Sinclair-branded stations and licenses the use of the Sinclair brand at approximately 300 additional locations, as well as engages in the growing renewables business. Further, the company produces base oils and other specialized lubricants; and provides petroleum product and crude oil transportation, terminalling, storage, and throughput services to the petroleum industry. HF Sinclair Corporation was incorporated in 2021 and is headquartered in Dallas, Texas."
AUGX,"Augmedix, Inc.",Healthcare,Health Information Services,USA,"Augmedix, Inc. provides remote medical documentation solutions and live clinical support services in the United States. Its platform offers Augmedix Live and Augmedix Notes solutions that provide pre-visit documentation, such as pre-charting and digitization of previous records/patient history; during-visit documentation, including medical notes, care gap reminders, HCC reminders, and after-visit summaries; and post-visit documentation consisting of coding, orders, and referrals. The company enables clinicians to access its applications through mobile devices, such as smartphones or Google Glass. It serves health systems and specialty groups. The company was founded in 2013 and is headquartered in San Francisco, California."
CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,USA,"Civitas Resources, Inc., an exploration and production company, focuses on the acquisition, development, and production of oil and natural gas in the Rocky Mountain region, primarily in the Wattenberg Field of the Denver-Julesburg Basin of Colorado. As of December 31, 2021, it had proved reserves 397.7 MMBoe comprising 143.6 MMbbls of crude oil, 106.0 MMbbls of natural gas liquids, and 888.5 Bcf of natural gas. The company was formerly known as Bonanza Creek Energy, Inc. and changed its name to Civitas Resources, Inc. in November 2021. Civitas Resources, Inc. was founded in 1999 and is based in Denver, Colorado."
TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,"Telephone and Data Systems, Inc., a telecommunications company, provides communications services in the United States. It operates through two segments: UScellular and TDS Telecom. The company offers wireless solutions to consumers and business and government customers, including a suite of connected Internet of things (IoT) solutions, and software applications for monitor and control, business automation/operations, communication, fleet and asset management, smart water solutions, private cellular networks and custom, and end-to-end IoT solutions; wireless priority services and quality priority and preemption options; smartphones and other handsets, tablets, wearables, mobile hotspots, routers, and IoT devices; and accessories, such as cases, screen protectors, chargers, and memory cards, as well as consumer electronics, including audio, home automation and networking products. It also provides replace and repair services; Trade-In program through which it buys customers' used equipment; internet connections and all-home WI-FI services; TDS TV+, an integrated cloud television platform that offers video content; local and long-distance telephone service, VoIP, and enhanced services; and broadband, IP-based services, and hosted voice and video collaboration services. The company sells its products through retail sales, direct and indirect sales, third-party retailers, and independent agents, as well as through ecommerce and telesales. Telephone and Data Systems, Inc. was incorporated in 1968 and is headquartered in Chicago, Illinois."
ENSV,Enservco Corporation,Energy,Oil & Gas Equipment & Services,USA,"Enservco Corporation, through its subsidiaries, provides well enhancement and fluid management services to the onshore oil and natural gas industry in the United States. It offers frac water heating, hot oiling, pressure testing, acidizing, and water hauling, as well as well site construction services. The company owns and operates a fleet of approximately 318 specialized trucks, trailers, frac tanks, and other well-site related equipment. It operates in the eastern United States region comprising the southern region of the Marcellus Shale formation and the Utica Shale formation in eastern Ohio; Rocky Mountain region consisting of western Colorado and southern Wyoming, central Wyoming, western North Dakota, and eastern Montana; and the Central United States region, including Eagle Ford Shale and East Texas Oilfield in Texas. Enservco Corporation was incorporated in 1980 and is headquartered in Longmont, Colorado."
NM,Navios Maritime Holdings Inc.,Industrials,Marine Shipping,Cayman Islands,"Navios Maritime Holdings Inc. operates as a seaborne shipping and logistics company in North America, Australia, Europe, Asia, South America, and internationally. It focuses on the transportation and transshipment of dry bulk commodities, including iron ores, coal, and grains. The company operates in two segments, Dry Bulk Vessel Operations and Logistics Business. The Dry Bulk Vessel Operations segment engages in the transportation and handling of bulk cargoes through the ownership, operation, and trading of vessels and freight. This segment charters its vessels to trading houses, producers, and government-owned entities. The Logistics Business segment operates ports and transfer station terminals, as well as upriver transport facilities in the Hidrovia region; and handles vessels, barges, push boats, and cabotage business. This segment provides its integrated transportation, storage, and related services through its port facilities, cargo barges, and product tankers to mineral and grain commodity providers, as well as to users of refined petroleum products. As of December 31, 2021, the company's fleet consisted of 36 vessels totaling 3.9 million deadweight tons. Navios Maritime Holdings Inc. was incorporated in 1954 and is headquartered in Grand Cayman, the Cayman Islands."
CPE,Callon Petroleum Company,Energy,Oil & Gas E&P,USA,"Callon Petroleum Company, an independent oil and natural gas company, focuses on the acquisition, exploration, and development of oil and natural gas properties in Permian Basin in West Texas. As of December 31, 2021, its estimated net proved reserves totaled approximately 484.6 million barrel of oil equivalent, including 290.3 MMBbls oil, 577.3 Bcf of natural gas, and 98.1 MMBbls of natural gas liquids. The company was founded in 1950 and is headquartered in Houston, Texas."
OIS,"Oil States International, Inc.",Energy,Oil & Gas Equipment & Services,USA,"Oil States International, Inc., through its subsidiaries, provides oilfield products and services for the drilling, completion, subsea, production, and infrastructure sectors of the oil and gas industry worldwide. The company operates through three segments: Well Site Services, Downhole Technologies, and Offshore/Manufactured Products. The Well Site Services segment offers a range of equipment and services that are used to drill for, establish, and maintain the flow of oil and natural gas from a well throughout its lifecycle. It also provides wellhead isolation, frac valve, wireline and coiled tubing support, flowback and well testing, pipe recovery systems, gravel pack and sand control, blowout preventer, and drilling services. The Downhole Technologies segment provides oil and gas perforation systems, and downhole tools in support of completion, intervention, wireline, and well abandonment operations. This segment also designs, manufactures, and markets its consumable engineered products to oilfield service, and exploration and production companies. The Offshore/Manufactured Products segment designs, manufactures, and markets capital equipment utilized on floating production systems, subsea pipeline infrastructure, and offshore drilling rigs and vessels; and short-cycle and other products. Its products include flexible bearings, advanced connector systems, high-pressure riser systems, deepwater mooring systems, cranes, subsea pipeline products, and blow-out preventer stack integration products. This segment also provides short-cycle products, such as valves, elastomers, and other specialty products that are used in the land-based drilling and completion markets; and other products for use in industrial, military, and other applications. In addition, it offers specialty welding, fabrication, cladding and machining, offshore installation, and inspection and repair services. The company was incorporated in 1995 and is headquartered in Houston, Texas."
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,"Antero Resources Corporation, an independent oil and natural gas company, acquires, explores for, develops, and produces natural gas, natural gas liquids, and oil properties in the United States. As of December 31, 2021, it had approximately 502,000 net acres in the Appalachian Basin; and 174,000 net acres in the Upper Devonian Shale. The company also owned and operated 494 miles of gas gathering pipelines in the Appalachian Basin; and 21 compressor stations. It had estimated proved reserves of 17.7 trillion cubic feet of natural gas equivalent, including 10.2 trillion cubic feet of natural gas; 718 million barrels of assumed recovered ethane; 501 million barrels of primarily propane, isobutane, normal butane, and natural gasoline; and 36 million barrels of oil. The company was formerly known as Antero Resources Appalachian Corporation and changed its name to Antero Resources Corporation in June 2013. Antero Resources Corporation was founded in 2002 and is headquartered in Denver, Colorado."
GPN,Global Payments Inc.,Industrials,Specialty Business Services,USA,"Global Payments Inc. provides payment technology and software solutions for card, electronic, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Merchant Solutions, Issuer Solutions, and Business and Consumer Solutions. The Merchant Solutions segment offers authorization services, settlement and funding services, customer support and help-desk functions, chargeback resolution, terminal rental, sales and deployment, payment security services, consolidated billing and statements, and on-line reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added services, such as point-of-sale solutions, and analytic and engagement tools, as well as payroll and human capital management services. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments and ePayables solutions for businesses and governments. The Business and Consumer Solutions segment provides general-purpose reloadable prepaid debit and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers, and businesses under the Netspend brand. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia."
SLNA,Selina Hospitality PLC Ordinary Shares,Consumer Cyclical,Resorts & Casinos,United Kingdom,"Selina Hospitality PLC operates as a hospitality company to address the needs of travelers. Its portfolio includes approximately 163 destinations opened or secured across 25 countries across 6 continents. The company was founded in 2014 and is headquartered in London, the United Kingdom."
MNTX,"Manitex International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,"Manitex International, Inc. provides engineered lifting solutions in the United States, Italy, Canada, France, Chile, and internationally. It designs, manufactures, and distributes products that are used in various industries. The company also offers boom trucks, truck cranes, aerial platforms, and sign cranes products primarily for use in industrial projects, energy exploration, and infrastructure development comprising roads, bridges, and commercial construction. In addition, it manufactures and sells rough terrain cranes and material handling products for construction, municipality, and railroad industries; and truck mounted hydraulic knuckle boom cranes. The company provides its products under the Manitex, PM, MAC, PM-Tadano, Oil & Steel, Badger, and Valla brands. It also sells its products through dealers and rental distribution channel. The company was formerly known as Veri-Tek International, Corp. and changed its name to Manitex International, Inc. in May 2008. Manitex International, Inc. was founded in 1993 and is headquartered in Bridgeview, Illinois."
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,"Diamondback Energy, Inc., an independent oil and natural gas company, focuses on the acquisition, development, exploration, and exploitation of unconventional and onshore oil and natural gas reserves in the Permian Basin in West Texas. It focuses on the development of the Spraberry and Wolfcamp formations of the Midland basin; and the Wolfcamp and Bone Spring formations of the Delaware basin, which are part of the Permian Basin in West Texas and New Mexico. As of December 31, 2021, the company's total acreage position was approximately 524,700 gross acres in the Permian Basin; and estimated proved oil and natural gas reserves were 1,788,991 thousand barrels of crude oil equivalent. It also held working interests in 5,289 gross producing wells, as well as royalty interests in 6,455 additional wells. In addition, the company owns mineral interests approximately 930,871 gross acres and 27,027 net royalty acres in the Permian Basin and Eagle Ford Shale; and owns, operates, develops, and acquires midstream infrastructure assets, including 866 miles of crude oil gathering pipelines, natural gas gathering pipelines, and an integrated water system in the Midland and Delaware Basins of the Permian Basin. Diamondback Energy, Inc. was founded in 2007 and is headquartered in Midland, Texas."
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,"Aptevo Therapeutics Inc., a clinical-stage biotechnology company, focuses on developing immunotherapeutic candidates for the treatment of various forms of cancer in the United States. Its lead clinical candidate is APVO436, a bispecific T-cell engaging antibody candidate that is in Phase 1b clinical trial for acute myelogenous leukemia and myelodysplastic syndrome. The company's preclinical candidates also include ALG.APV-527, an investigational bispecific ADAPTIR candidate that features a mechanism of action to target 4-1BB (CD137) and 5T4, a tumor antigen expressed in various types of cancers; and APVO603, a dual agonist bispecific antibody to target 4-1BB and OX40. It also develoes APVO442, a bispecific candidate based on the ADAPTIR-FLEX platform technology to enhance biodistribution of drugs to PSMA positive tumors for treatment of prostate cancer. The company has a collaboration and option agreement with Alligator Bioscience AB to develop ALG.APV-527. Aptevo Therapeutics Inc. was incorporated in 2016 and is headquartered in Seattle, Washington."
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,"Magnolia Oil & Gas Corporation engages in the acquisition, development, exploration, and production of oil, natural gas, and natural gas liquids reserves in the United States. Its properties are located primarily in Karnes County and the Giddings Field in South Texas principally comprising the Eagle Ford Shale and the Austin Chalk formation. As of December 31, 2021, the company's assets consisted of a total leasehold position of 4,71,263 net acres, including 23,785 net acres in Karnes and 4,47,478 net acres in the Giddings area, as well as holds 1,292 net wells with a total production capacity of 66.0 thousand barrels of oil equivalent per day. The company was incorporated in 2017 and is headquartered in Houston, Texas."
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, and natural gas and natural gas liquids. Its principal producing areas are in New Mexico and Texas in the United States; and the Republic of Trinidad and Tobago. As of December 31, 2021, it had total estimated net proved reserves of 3,747 million barrels of oil equivalent, including 1,548 million barrels (MMBbl) of crude oil and condensate reserves; 829 MMBbl of natural gas liquid reserves; and 8,222 billion cubic feet of natural gas reserves. The company was formerly known as Enron Oil & Gas Company. EOG Resources, Inc. was incorporated in 1985 and is headquartered in Houston, Texas."
USM,United States Cellular Corporation,Communication Services,Telecom Services,USA,"United States Cellular Corporation provides wireless telecommunications services in the United States. The company offers wireless services, including voice, messaging, and data services. It also provides devices, such as smartphones and other handsets, tablets, wearables, mobile hotspots, routers, and internet of things devices. In addition, the company offers various accessories, such as cases, screen protectors, chargers, and memory cards; and consumer electronics, including audio, home automation, and networking products; as well as offers option to purchase devices and accessories under installment contracts. Further, the company offers roaming, wireless eligible telecommunications carrier, and wireless tower rental services. It serves consumer, business, and government customers with 5.0 million connections, including 4.4 million postpaid, 0.5 million prepaid, and 0.1 million reseller and other connections in 21 states. The company provides its products and services through retail sales, direct sales, third-party national retailers, and independent agents, as well as e-commerce and telesales. The company was incorporated in 1983 and is headquartered in Chicago, Illinois. United States Cellular Corporation is a subsidiary of Telephone and Data Systems, Inc."
