Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own(%),Shs Outstand,Perf Week(%),Forward P/E,EPS next Y,Insider Trans(%),Shs Float,Perf Month(%),Income,PEG,EPS next Q,Inst Own(%),Perf Quarter(%),Sales,P/S,EPS this Y(%),Inst Trans(%),Short Interest,Perf Half Y(%),Book/sh,P/B,EPS next Y Percentage(%),ROA(%),Target Price,Perf Year(%),Cash/sh,P/C,EPS next 5Y(%),ROE(%),52W Range From,52W Range To,Perf YTD(%),Dividend,P/FCF,EPS past 5Y(%),ROI(%),52W High(%),Beta,Dividend %(%),Quick Ratio,Sales past 5Y(%),Gross Margin(%),52W Low(%),ATR,Employees,Current Ratio,Sales Q/Q(%),Oper. Margin(%),RSI (14),Volatility W(%),Volatility M(%),Optionable,Debt/Eq,EPS Q/Q(%),Profit Margin(%),Rel Volume,Prev Close,Shortable,LT Debt/Eq,Payout(%),Avg Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Description,Date,Short Float Percentage(%),Short Float Ratio,Earnings_Date,Earnings_Timing
DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,USA,108870000,,5.04,0.16940000000000002,546153,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,-2.4,14.2,24960000,52.89,,-2.52,0.0,21420000.0,79.0,-60000000.0,,-0.4,72.1,53.35,,,952.6,0.41,1850000.0,17.25,3.88,1.11,10.1,36.4,14.0,18.21,4.43,0.97,,50.1,1.61,5.78,145.37,,,,,12.98,,,5.4,,,212.42,0.39,62,5.4,,,82.99,12.31,11.06,True,0.0,2.7,,9.19,4.31,True,0.0,,86500,1.5,64.3,85.6,50.08,"Decibel Therapeutics, Inc., a clinical-stage biotechnology company, engages in discovering and developing transformative treatments for hearing and balance disorders. Its product candidates and programs focuses on three areas, such as Gene Therapies for Congenital, Monogenic Hearing Loss designed to restore functional cells within the cochlea to address hearing disorders caused by single gene mutations; Gene Therapies for Hair Cell Regeneration designed to replace lost hair cells within the inner ear to address acquired hearing loss and balance disorders; and Otoprotection Therapeutic in clinical development to prevent hearing loss in cancer patients undergoing chemotherapy with cisplatin. The company's lead gene therapy product candidate is DB-OTO to provide hearing to individuals born with profound hearing loss due to mutation of the otoferlin gene. It is also developing DB-ATO and AAV.201, a gene therapy program designed to restore balance in patients with bilateral vestibulopathy by regenerating lost hair cells within the vestibule; DB-020 for the prevention of cisplatin-induced hearing loss, which is in Phase 1b clinical trial; AAV.103 to restore hearing in individuals with a gap junction beta-2 (GJB2) deficiency; AAV.104 to restore hearing in individuals with stereocilin (STRC) deficiency; and cochlear hair cell regeneration program, an AAV-based gene therapy that utilizes cell-selective expression of reprogramming factors to convert supporting cells into outer hair cells. Decibel Therapeutics, Inc. has a strategic collaboration with Regeneron Pharmaceuticals, Inc. to develop gene therapies for monogenic forms of congenital hearing loss. The company was formerly known as Hearing Inc. and changed its name to Decibel Therapeutics, Inc. in April 2014. Decibel Therapeutics, Inc. was incorporated in 2013 and is headquartered in Boston, Massachusetts.",2023-02-09,8.64,21.4,,
SONO,"Sonos, Inc.",Technology,Consumer Electronics,USA,-2147483648,42.12,20.88,0.16879999999999998,7357075,"['Most Active', 'Top Gainers', 'Unusual Volume']",3,-,0.42,1.5,128139999,7.38,26.0,0.69,0.0,124590000.0,15.71,67400000.0,4.21,0.41,89.4,32.6,1750000000.0,1.33,56.7,5.73,6400000.0,8.28,4.37,4.09,170.47,5.4,22.71,21.46,2.11,8.47,10.0,10.6,13.65,31.22,23.58,,,40.0,15.7,33.1,1.89,,0.8,12.0,45.4,53.0,0.80,1844,1.6,12.0,5.1,68.47,4.42,2.71,True,0.0,622.5,3.8,5.48,17.86,True,0.0,0.0,1930000,2.2,13.55,17.38,15.09,"Sonos, Inc., together with its subsidiaries, designs, develops, manufactures, and sells multi-room audio products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company provides wireless speakers, home theater speakers, components, and accessories. It offers its products through approximately 10,000 third-party retail stores, including custom installers of home audio systems; and e-commerce retailers, as well as through its Website sonos.com. The company was formerly known as Rincon Audio, Inc. and changed its name to Sonos, Inc. in May 2004. Sonos, Inc. was incorporated in 2002 and is headquartered in Santa Barbara, California.",2023-02-09,5.14,3.31,2023-02-08,AMC
QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,USA,785630000,,16.96,0.1616,725320,"['New High', 'Top Gainers', 'Unusual Volume']",3,-,-0.24,2.4,53350000,6.76,25.93,0.56,0.0,51000000.0,12.36,-12900000.0,,-0.02,91.3,25.91,566100000.0,1.39,122.6,2.08,1160000.0,36.04,5.31,2.75,73.23,3.0,13.85,8.61,1.64,8.89,25.0,4.4,8.28,16.08,17.84,,30.57,18.4,1.5,5.16,1.1,,1.6,14.2,8.5,104.23,0.77,791,1.6,10.0,2.4,68.28,5.69,3.65,True,0.0,252.7,2.3,3.90,14.60,True,0.0,,267910,1.5,10.69,17.59,40.85,"QuinStreet, Inc., an online performance marketing company, provides customer acquisition services for its clients in the United States and internationally. The company offers online marketing services, such as qualified clicks, leads, calls, applications, and customers through its websites or third-party publishers. It serves financial and home services industries. The company was incorporated in 1999 and is headquartered in Foster City, California.",2023-02-09,2.28,4.34,2023-02-08,AMC
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,USA,58170000,,4.22,0.1593,109554,"['Most Volatile', 'Top Gainers', 'Unusual Volume']",3,-,-0.46,33.9,15150000,17.78,,-0.59,0.0,9930000.0,32.28,-6900000.0,,-0.22,19.7,33.1,143800000.0,0.4,56.9,5.04,30000.0,18.43,6.79,0.54,11.9,5.0,9.5,28.35,0.24,14.91,,6.8,2.5,6.75,52.99,,3.21,4.1,3.2,36.31,0.92,,1.2,41.6,38.0,71.96,0.24,4100,1.2,12.0,6.6,70.82,7.63,6.03,False,0.01,27.1,4.8,4.29,3.64,True,0.0,,36750,1.8,21.05,30.86,16.66,"CareCloud, Inc., a healthcare information technology (IT) company, provides a suite of cloud-based solutions and related business services to healthcare providers and hospitals primarily in the United States. It operates in two segments, Healthcare IT and Practice Management. The company's Software-as-a-Service platform includes revenue cycle management, practice management, electronic health record, business intelligence, telehealth, and patient experience management solutions, as well as complementary software tools and business services for medical groups and health systems. It serves physicians, nurses, nurse practitioners, physician assistants, and other clinicians that render bills for their services. The company was formerly known as MTBC, Inc. and changed its name to CareCloud, Inc. in March 2021. CareCloud, Inc. was founded in 1999 and is headquartered in Somerset, New Jersey.",2023-02-09,0.29,0.77,,
VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,USA,740420000,,11.05,0.1558,2747949,"['Most Volatile', 'New High', 'Top Gainers']",3,-,-0.8,11.77,76500000,20.08,,-0.98,0.0,67770000.0,21.13,-61700000.0,,-0.23,35.7,158.43,,,30.9,0.41,5930000.0,205.68,1.98,4.83,11.4,32.7,17.12,207.38,2.0,4.78,40.0,35.2,2.02,10.10,17.39,,,4.7,,9.26,0.83,,11.7,,,446.29,0.67,17,11.7,,,74.53,7.18,6.02,True,0.0,21.4,,1.10,9.56,True,0.0,,3630000,1.6,24.04,52.69,165.45,"Viking Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of novel therapies for metabolic and endocrine disorders. The company's lead drug candidate is VK2809, an orally available tissue and receptor-subtype selective agonist of the thyroid hormone receptor beta (TRß), which is in Phase IIb clinical trials to treat patients with biopsy-confirmed non-alcoholic steatohepatitis, as well as NAFLD. It also develops VK5211, an orally available non-steroidal selective androgen receptor modulator that is in Phase II clinical trials for the treatment of patients recovering from non-elective hip fracture surgery; VK0612, an orally available Phase IIb-ready drug candidate for type 2 diabetes; and VK0214, an orally available tissue and receptor-subtype selective agonist of the TRß for X-linked adrenoleukodystrophy. The company was incorporated in 2012 and is headquartered in San Diego, California.",2023-02-09,8.75,1.63,2023-02-08,AMC
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USA,45020000,,5.39,0.1552,189924,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,-3.79,1.5,10050000,53.7,,-2.06,131.56,8390000.0,53.7,-31700000.0,,-0.74,18.9,93.37,4200000.0,10.72,57.0,3.65,180000.0,23.74,-0.57,,44.9,124.7,17.4,24.44,1.02,4.59,15.0,,2.34,7.75,49.86,,,,,30.39,0.96,,1.1,12.3,86.2,130.56,0.27,45,1.3,80.0,,81.66,8.01,5.12,True,,1.7,,11.59,4.67,True,,,23580,1.6,40.73,52.16,39.98,"Delcath Systems, Inc., an interventional oncology company, focuses on the treatment of primary and metastatic liver cancers in the United States and Europe. The company's lead product candidate is HEPZATO KIT, a melphalan hydrochloride for injection/hepatic delivery system to administer high-dose chemotherapy to the liver while controlling systemic exposure and associated side effects. Its clinical development program for HEPZATO is the FOCUS clinical trial for patients with hepatic dominant ocular melanoma to investigate objective response rate in metastatic ocular melanoma. The company also provides HEPZATO as a stand-alone medical device for sale under the CHEMOSAT Hepatic Delivery System for Melphalan trade name for medical centers to treat a range of liver cancers in Europe. Delcath Systems, Inc. was incorporated in 1988 and is headquartered in New York, New York.",2023-02-09,2.1,7.46,2022-11-08,BMO
RERE,ATRenew Inc.,Consumer Cyclical,Internet Retail,China,656480000,,3.26,0.1519,237197,"['Most Volatile', 'Top Gainers']",2,-,-0.26,4.63,243450000,14.64,18.87,0.15,0.0,240050000.0,3.6,-62500000.0,,,19.5,94.55,1390000000.0,0.47,27.3,0.24,570000.0,23.94,3.65,0.78,193.8,5.7,11.65,43.68,1.46,1.93,,6.8,1.52,6.00,11.07,,,,11.8,46.5,,,4.1,,12.4,111.18,0.25,2497,4.6,29.2,6.0,60.37,8.71,7.77,False,0.01,77.6,4.5,1.35,2.83,True,0.0,,258010,1.5,9.84,17.28,23.32,"ATRenew Inc., through its subsidiaries, operates pre-owned consumer electronics transactions and services platform in the People's Republic of China. It primarily sells mobile phones, laptops, tablets, drones, digital cameras, household products, and bags through its online platforms and offline stores, as well as provides services to third-party merchants to sell the products through its platforms. As of December 31, 2021, it operated 1,287 AHS stores and 21 Paipai stores in 214 cities. The company was formerly known as AiHuiShou International Co. Ltd. and changed its name to ATRenew Inc. November 2021. The company was incorporated in 2011 and is headquartered in Shanghai, the People's Republic of China.",2023-02-09,0.24,2.2,2022-11-22,BMO
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,USA,1870000000,,61.14,0.146,355073,"['Earnings Before', 'Top Gainers']",2,-,-4.75,0.3,34400000,14.73,62.62,0.85,0.57,24430000.0,31.97,-163100000.0,,1.14,92.1,35.39,1830000000.0,1.02,25.3,0.28,2590000.0,1.36,55.43,0.96,151.2,3.0,60.0,16.26,12.6,4.24,,8.1,38.98,84.57,35.96,,,5.0,3.0,27.7,,,0.9,19.4,42.1,56.85,2.33,2200,0.9,36.2,5.5,79.98,3.36,3.77,True,0.91,44.0,8.9,1.99,53.35,True,0.87,,256339,2.5,23.55,31.29,14.31,"Madison Square Garden Entertainment Corp. engages in the entertainment business. It produces, presents, or hosts various live entertainment events, including concerts, family shows, and special events, as well as sporting events, such as professional boxing, college basketball and hockey, professional bull riding, mixed martial arts, and esports and wrestling in its venues, including The Garden, Hulu Theater, Radio City Music Hall, and the Beacon Theatre in New York City; and The Chicago Theatre. The company also operates 70 entertainment dining and nightlife venues spanning 20 markets across five continents under the Tao, Marquee, Lavo, Beauty & Essex, Cathedrale, Hakkasan, and Omnia brand names; and creates and operates New England's premier music festival. In addition, it features the Radio City Rockettes, which serves as the star for its Christmas Spectacular at Radio City Music Hall. The company was founded in 2006 and is based in New York, New York.",2023-02-09,10.58,10.09,2023-02-09,BMO
MYNA,Mynaric AG,Technology,Communication Equipment,Germany,93920000,,5.4,0.1356,24676,Top Gainers,1,-,-2.81,0.1,5240000,19.47,,,0.0,5240000.0,24.71,,,,20.8,3.85,4670000.0,20.12,,,10000.0,39.46,2.57,1.85,,,13.04,49.74,,,,,3.37,12.11,27.38,,,,,55.41,,,,,,60.24,0.40,309,,60.3,,66.83,9.28,7.47,False,,,,3.17,4.76,True,,,11200,1.7,22.51,31.57,16.89,"Mynaric AG engages in developing and manufacturing advanced laser communication technology for long-distance data transmission between moving objects for wireless terrestrial, airborne, and space applications in Germany and internationally. The company offers CONDOR, an optical inter-satellite link flight terminal for satellite-to-satellite communications in space; and HAWK, an airborne flight terminal for air-to-air and air-to-ground links of airborne vehicles. Its products provide connectivity solutions to link satellites, high-altitude platforms, unmanned aerial vehicles, aircraft, and the ground. The company was incorporated in 2009 and is headquartered in Gilching, Germany.",2023-02-09,0.14,0.64,,
GAME,"Engine Gaming and Media, Inc.",Communication Services,Advertising Agencies,Canada,27730000,,1.66,0.13419999999999999,234678,"['Most Volatile', 'Top Gainers']",2,-,-1.86,13.34,15820000,15.0,,-0.7,0.0,13770000.0,40.94,-29200000.0,,-0.93,4.91,138.79,53500000.0,0.52,48.9,,180000.0,88.37,1.01,1.45,23.9,37.8,,46.06,0.48,3.05,,95.2,0.5,3.36,68.98,,,62.1,78.7,50.71,0.96,,0.9,166.9,,227.92,0.22,113,0.9,15.6,53.8,61.25,19.8,16.22,True,0.67,200.6,46.1,1.09,1.46,True,0.54,,308680,1.5,23.58,50.21,83.69,"Engine Gaming and Media, Inc., together with its subsidiaries, engages in the development and sale of gaming applications. The company provides e-sport or sporting event or tournament services; offers content management system, video software, mobile applications, and e-sports data platform solutions; sources, creates, and places advertising campaigns that run the company's network of publisher sites; and provides installation and website design services, as well as data analysis report delivery services. It also offers Esports platform for online tournaments; content management, video streaming, and engagement solutions; data analytics and intellectual property solutions; Sideqik, an influencer marketing platform that offers brands, direct marketers, and agencies tools to discover, connect, and execute marketing campaigns with content creators; UMG Online, an esports website for daily tournaments and ladders; and racing games. The company was formerly known as Engine Media Holdings, Inc. and changed its name to Engine Gaming and Media, Inc. in October 2021. Engine Gaming and Media, Inc. was incorporated in 2011 and is headquartered in Toronto, Canada.",2023-02-09,1.31,0.58,2023-01-17,BMO
CXW,"CoreCivic, Inc.",Real Estate,REIT - Specialty,USA,-2147483648,9.53,11.43,0.13390000000000002,2322305,"['Most Volatile', 'Top Gainers']",2,-,1.06,1.6,116570000,7.35,9.51,1.06,4.13,113050000.0,1.79,125900000.0,1.59,0.19,83.5,2.57,1850000000.0,1.28,196.4,3.94,3460000.0,18.65,12.03,0.84,12.17,3.7,16.07,18.65,0.79,12.71,6.0,9.1,8.39,14.24,1.47,,31.37,17.4,0.2,20.01,0.98,,1.1,0.1,24.4,35.76,0.43,10348,1.1,1.5,9.2,57.4,2.92,3.06,True,0.92,136.6,6.8,3.19,10.08,True,0.79,0.0,1050000,1.5,5.62,0.74,3.77,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2021, the company owned and operated 46 correctional and detention facilities, 26 residential reentry centers, and 10 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",2023-02-09,3.06,3.29,2023-02-08,AMC
FORM,"FormFactor, Inc.",Technology,Semiconductors,USA,-2147483648,25.34,32.8,0.1334,482506,Top Gainers,1,-,1.14,0.7,77250000,8.03,35.42,0.82,0.0,76310000.0,30.87,90400000.0,1.27,0.03,97.1,71.24,786900000.0,2.88,6.7,0.97,2710000.0,4.26,10.46,2.77,33.14,8.7,30.3,22.18,3.21,9.02,20.0,11.0,18.15,44.40,47.59,,23.68,65.7,9.9,26.1,1.24,,2.3,14.9,44.1,80.77,1.45,2293,3.2,4.8,13.1,73.78,3.95,3.83,True,0.02,78.4,11.5,1.34,28.94,True,0.02,0.0,519530,2.2,19.38,31.9,8.27,"FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probing systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. The company markets and sells its products through direct sales force, manufacturers' representatives, and distributors in the United States, Taiwan, South Korea, China, Japan, Europe, rest of Asia-Pacific, and internationally. FormFactor, Inc. was incorporated in 1993 and is headquartered in Livermore, California.",2023-02-09,3.55,5.21,2023-02-08,AMC
YRD,Yiren Digital Ltd.,Financial,Credit Services,China,284160000,1.88,3.76,0.1325,151945,"['Most Volatile', 'New High', 'Top Gainers']",3,-,1.77,,89700000,13.94,,,,85340000.0,45.74,154600000.0,,,1.6,332.68,500500000.0,0.57,257.6,4.06,30000.0,226.96,9.19,0.36,,13.3,2.03,35.74,6.27,0.53,1.49,20.7,0.67,3.42,174.45,,1.22,8.2,19.1,9.94,0.54,,,6.7,76.8,461.19,0.24,3797,,25.3,34.7,75.24,5.26,7.53,True,0.14,27.1,30.9,1.62,3.32,True,0.14,0.0,134850,4.0,21.88,78.28,140.5,"Yiren Digital Ltd., through its subsidiaries, operates as an online consumer finance marketplace that connects borrowers and investors in the People's Republic of China. It offers loan facilitation services; and post-origination services, such as cash processing, collection, and SMS services. The company's loan products portfolio includes unsecured consumer loans; secured consumer loans, which include secured financial leasing, auto-secured, and property-secured loans; and small business loans. It also distributes short-term cash management, mutual fund investment, insurance, and securities and stock products. In addition, the company provides online investor education services, which include a range of asset allocation and investment topics, and various types of training programs on wealth planning, market insights, and investment strategies; consultancy; information technology support; referral; and IT, system maintenance, and customer support services. Further, it is involved in the provision of services for financing lease and insurance brokerage businesses. The company offers its products through www.yxpuhui.com, and a wealth management website and mobile application. As of December 31, 2021, it offered approximately 6,500 mutual fund products and 500 insurance products. The company was formerly known as Yirendai Ltd. and changed its name to Yiren Digital Ltd. in September 2019. Yiren Digital Ltd. was founded in 2012 and is based in Beijing, the People's Republic of China. Yiren Digital Ltd. is a subsidiary of Creditease Holdings (Cayman) Limited.",2023-02-09,0.04,0.25,2022-11-22,BMO
NMTC,NeuroOne Medical Technologies Corporation,Healthcare,Medical Devices,USA,23240000,,1.65,0.1301,18617,Top Gainers,1,-,-0.63,16.32,16210000,14.58,,-0.67,0.0,13460000.0,16.2,-10000000.0,,-0.11,21.6,68.33,2100000.0,11.07,32.8,0.61,280000.0,14.73,0.59,2.47,1.5,71.9,2.62,27.31,0.7,2.08,,81.1,0.51,3.18,37.5,,,22.9,104.5,48.11,0.68,,3.7,,88.6,223.47,0.15,15,3.9,3672.8,,60.01,6.97,7.92,True,0.0,61.6,,0.10,1.46,True,0.0,,281580,2.5,20.08,3.03,20.77,"NeuroOne Medical Technologies Corporation operates as a medical technology company. The company focuses on the development and commercialization of thin film electrode technology for continuous electroencephalogram (cEEG) and stereoelectroencephalography (sEEG) recording, spinal cord stimulation, brain stimulation, and ablation solutions for patients suffering from epilepsy, Parkinson's disease, dystonia, essential tremors, chronic pain due to failed back surgeries, and other related neurological disorders. It has a strategic partnership with RBC Medical Innovations to develop a radio frequency ablation generator. The company was incorporated in 2009 and is based in Eden Prairie, Minnesota.",2023-02-09,2.05,0.98,2022-12-13,AMC
DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,Bermuda,1500000000,,10.3,0.1294,4609413,Top Gainers,1,-,-0.02,0.2,162650000,20.14,9.01,1.01,0.0,134280000.0,17.27,-3400000.0,,0.31,59.8,4.45,370100000.0,4.06,104.4,3.6,9420000.0,39.46,6.21,1.47,270.7,0.2,11.56,89.36,0.4,22.9,5.0,0.3,4.98,10.64,16.22,0.16,90.09,21.9,0.0,3.01,-0.11,1.75,2.5,3.6,34.0,107.23,0.41,18,2.5,86.0,1.5,76.21,4.15,3.81,True,0.41,134.4,0.9,2.86,9.12,True,0.37,,2330000,1.5,20.46,15.46,33.46,"DHT Holdings, Inc., through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, and Norway. As of March 17, 2022, it had a fleet of 26 very large crude carriers with a capacity of 8,043,657 deadweight tons. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2023-02-09,7.02,4.05,2023-02-08,AMC
U,Unity Software Inc.,Technology,Software - Application,USA,-2147483648,,40.91,0.1261,18251835,"['Most Active', 'Top Gainers']",2,-,-2.69,1.9,403040000,1.36,143.03,0.25,1.31,323070000.0,31.44,-793400000.0,,0.01,57.3,72.26,1260000000.0,12.59,82.9,0.31,28480000.0,26.35,7.37,4.93,169.4,16.4,35.31,61.96,3.87,9.38,,34.3,21.22,119.65,43.16,,,,13.0,65.79,,,3.4,,70.0,92.88,3.11,5864,3.4,12.8,60.0,64.58,7.85,8.35,True,0.77,106.0,63.2,2.05,36.33,True,0.77,,12820000,2.3,19.1,25.39,7.5,"Unity Software Inc. creates and operates an interactive real-time 3D content platform. Its platform provides software solutions to create, run, and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices. The company serves content creators and developers, artists, designers, engineers, and architects to create interactive and real-time 2D and 3D content. It offers its solutions directly through its online store, field sales operations, independent distributors, and resellers in the United States, Denmark, Belgium, Canada, China, Colombia, Finland, France, Germany, Ireland, Israel, Japan, Lithuania, Portugal, Singapore, South Korea, Spain, Sweden, Switzerland, and the United Kingdom. The company was founded in 2004 and is headquartered in San Francisco, California.",2023-02-09,8.82,2.22,2023-02-22,AMC
GSUN,Golden Sun Education Group Limited,Consumer Defensive,Education & Training Services,China,42980000,47.6,2.68,0.1261,17524972,"['Most Active', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,0.05,39.84,18060000,19.03,,,0.0,8440000.0,13.98,,,,0.15,78.17,14840000.0,2.9,,,1020000.0,93.64,-0.57,,,,,,,,,,0.94,95.00,144.55,,,,,97.17,,,,,,186.17,0.58,454,,36.0,,56.82,30.0,26.4,False,,77.2,,8.21,2.38,True,,,3070000,,38.62,70.69,85.47,"Golden Sun Education Group Limited, through its subsidiaries, provides education services in the People's Republic of China. It offers minor language purchase service courses; and develops an artificial intelligent teaching platform. The company also provides minority language training, TOEFL, IELTS, and school and college entrance examination repetition training. The company was founded in 1997 and is based in Shanghai, China.",2023-02-09,12.05,0.33,,
MMS,"Maximus, Inc.",Industrials,Specialty Business Services,USA,-2147483648,22.97,85.1,0.126,513392,"['New High', 'Overbought', 'Top Gainers']",3,-,3.29,0.6,60980000,13.01,17.45,4.33,10.49,60180000.0,16.33,203800000.0,1.84,0.76,,43.6,4630000000.0,1.0,29.6,2.14,1320000.0,32.87,25.41,2.97,13.2,5.0,76.0,10.85,0.67,113.59,12.5,13.2,54.46,79.78,16.13,1.12,28.02,0.7,8.7,6.74,0.72,1.48,1.3,13.6,20.3,56.36,2.11,39500,1.3,6.4,7.0,82.52,2.07,1.89,True,0.88,35.5,4.4,1.83,75.58,True,0.83,33.9,405570,2.0,15.91,17.19,30.78,"Maximus, Inc. provides business process services (BPS) to government health and human services programs. It operates through three segments: U.S. Services, U.S. Federal Services, and Outside the U.S. The U.S. Services segment offers program eligibility support and enrollment; centralized multilingual customer contact centers, multichannel, and digital self-service options for enrollment; application assistance and independent health plan choice counseling; beneficiary outreach, education, eligibility, enrollment, and redeterminations; and person-centered independent disability, long-term sick, and other health assessments. This segment also provides employment services, such as eligibility support, case management, job-readiness preparation, job search and employer outreach, job retention and career advancement, and educational and training services; technology solutions; system implementation project management services; and specialized consulting services. The U.S. Federal Services segment offers BPS, eligibility and enrollment, outreach, and other services for federal health and human services programs; clinical services; and technology solutions, including application development and modernization services, enterprise business solutions, advanced analytics and emerging technologies, cybersecurity services, and infrastructure and engineering solutions. The Outside the U.S. segment offers BPS solutions for international governments and commercial clients, including health and disability assessments, program administration for employment services, wellbeing solutions, and other job seeker-related services. The company was incorporated in 1975 and is based in Tysons, Virginia.",2023-02-09,2.19,3.25,2023-02-08,AMC
FLNC,"Fluence Energy, Inc.",Utilities,Utilities - Renewable,USA,-2147483648,,24.74,0.1192,2857929,"['Most Volatile', 'New High', 'Top Gainers', 'Unusual Volume']",4,-,-1.56,66.9,114940000,9.88,298.65,0.07,0.11,37920000.0,25.11,-104500000.0,,-0.26,33.1,83.91,1200000000.0,3.35,54.2,6.01,6180000.0,42.34,3.79,5.83,107.9,6.5,24.73,58.94,2.57,8.6,,30.1,4.96,25.49,44.66,,,,66.4,2.67,,,0.9,,0.8,400.2,2.06,967,1.4,134.9,24.0,62.58,8.48,8.75,True,0.0,81.7,8.7,3.50,22.10,True,0.0,,1180000,2.2,10.63,27.7,68.46,"Fluence Energy, Inc., through its subsidiaries, offers energy storage products and services, and artificial intelligence enabled digital applications for renewables and storage applications in the Americas, Asia Pacific, Europe, Middle-East, and Africa. The company sells energy storage products with integrated hardware, software, and digital intelligence. Its energy storage products include Gridstack, a grid-scale industrial strength energy storage product; Ultrastack, that control and operate electricity system; Sunstack for optimizing solar capture and delivery; and Edgestack, a commercial energy storage product that discharges when needed to flatten a facility's energy load profile. The company also provides engineering and delivery services to support the deployment of its storage products; operational and maintenance services; energy storage-as-a-service; and digital applications and solutions. It serves utilities, developers, and commercial and industrial customers. Fluence Energy, Inc. was founded in 2018 and is headquartered in Arlington, Virginia.",2023-02-09,16.3,5.25,2023-02-08,AMC
VRCA,Verrica Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,266089999,,7.08,0.1167,331818,"['Most Volatile', 'Overbought', 'Top Gainers', 'Unusual Volume']",4,-,-1.02,35.1,40300000,31.68,,-1.14,0.0,19330000.0,63.08,-28100000.0,,-0.19,25.1,217.34,9000000.0,29.57,24.1,9.44,470000.0,104.2,1.11,5.71,17.5,42.5,11.6,11.05,0.94,6.74,,94.3,1.77,9.22,156.18,,,,41.6,23.59,2.14,,14.1,,,298.02,0.48,38,14.1,,,83.93,11.34,9.62,True,0.0,100.4,,3.64,6.34,True,0.0,,130970,2.4,44.91,85.96,102.11,"Verrica Pharmaceuticals Inc., a dermatology therapeutics company, develops and commercializes treatments for people with skin diseases in the United States. The company's lead product candidate includes VP-102 for the treatment of molluscum contagiosum; that has completed Phase II clinical trial for the treatment of external genital warts; and which is in Phase II clinical trial for treating common warts. It is also developing cantharidin-based product candidate, VP-103 for treating plantar warts. The company has a license and collaboration agreement with Torii Pharmaceutical Co., Ltd. for the development and commercialization of its product candidates for the treatment of molluscum contagiosum and common warts in Japan, including VP-102; and a license agreement with Lytix Biopharma AS to develop and commercialize LTX-315 for dermatological oncology indications. Verrica Pharmaceuticals Inc. was incorporated in 2013 and is headquartered in West Chester, Pennsylvania.",2023-02-09,2.44,3.61,,
