,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility W,Volatility M,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
1360,ARRY,"Array Technologies, Inc.",Technology,Solar,USA,3180000000.0,,20.81,0.0053,4500302.0,"['Triangle Ascending', 'Multiple Top']",2,-,-0.39,0.30%,150.32M,-7.47%,21.70,0.95,0.62%,148.53M,7.05%,-54.60M,-,0.10,-,13.02% / 4.38,30.55%,1.46B,2.19,-217.80%,0.60%,19.34M,13.78%,0.41,50.49,174.14%,-3.60%,26.94,118.36%,0.41,50.71,-5.58%,-136.30%,5.45,24.59,7.66%,-,-,-,-2.20%,-15.37%,-,-,1.20,-,10.80%,282.19%,1.66,1118,1.70,172.90%,-1.00%,47.56,9.44%,7.92%,Yes,12.50,174.80%,-3.90%,1.02,20.70,Yes,11.73,Nov 08 AMC,-,4.41M,2.20,-5.79%,-1.83%,25.43%
1361,FL,"Foot Locker, Inc.",Consumer Cyclical,Footwear & Accessories,USA,4310000000.0,10.48,45.3,-0.0167,1856355.0,Triangle Ascending,1,-,4.39,1.10%,93.40M,0.13%,11.03,4.18,-57.06%,91.65M,16.39%,426.00M,-,1.20,97.10%,9.40% / 3.40,44.82%,8.75B,0.49,179.90%,-4.10%,8.61M,55.83%,34.82,1.32,-6.76%,5.40%,41.94,4.59%,3.75,12.29,-,13.20%,23.85,47.22,19.87%,1.60,-,11.80%,14.00%,-4.07%,1.23,3.47%,0.40,2.90%,32.70%,89.94%,1.47,16555,1.50,-0.70%,7.50%,65.06,3.09%,3.19%,Yes,0.14,-33.00%,4.90%,0.73,46.07,Yes,0.14,Nov 18 BMO,31.50%,2.53M,2.80,8.87%,15.84%,35.90%
1362,BOC,Boston Omaha Corporation,Communication Services,Advertising Agencies,USA,770600000.0,,24.52,-0.025,161425.0,"['Triangle Ascending', 'Multiple Top']",2,-,-0.36,4.20%,29.70M,-8.75%,-,-0.03,-1.53%,27.45M,-10.45%,-10.70M,-,-0.01,66.70%,3.01% / 7.83,-10.35%,73.70M,10.46,-111.00%,-7.83%,0.83M,-6.66%,16.83,1.49,85.00%,-1.50%,37.00,-4.18%,3.19,7.90,-,-2.10%,18.68,30.94,-7.47%,-,-,40.40%,-7.90%,-20.75%,0.80,-,2.50,71.50%,67.20%,31.26%,0.86,256,2.50,47.60%,2.10%,34.39,3.30%,2.90%,Yes,0.06,94.70%,-14.50%,1.53,25.15,Yes,0.05,-,-,105.37K,2.00,-9.13%,-8.42%,-0.35%
1363,CLTL,Invesco Treasury Collateral ETF,Financial,Exchange Traded Fund,USA,,,105.44,0.0001,31000.0,Triangle Ascending,1,-,-,-,-,0.06%,-,-,-,-,0.00%,-,-,-,-,- / -,0.10%,-,-,-,-,-,-0.06%,-,-,-,-,-,-0.10%,-,-,-,-,104.81,105.62,0.09%,1.77,-,-,-,-0.17%,-,1.68%,-,-,-,0.60%,0.04,-,-,-,-,53.44,0.02%,0.02%,No,-,-,-,0.27,105.43,Yes,-,-,-,112.82K,-,0.01%,0.03%,-0.02%
1364,CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA,4050000000.0,75.03,79.23,0.0154,220451.0,Triangle Ascending,1,-,1.04,0.80%,51.68M,-1.92%,60.16,1.30,-19.72%,50.05M,-0.11%,53.80M,4.03,0.23,-,2.19% / 6.24,-2.03%,1.05B,3.84,-57.10%,0.34%,1.10M,-5.67%,9.42,8.28,14.27%,4.00%,92.00,5.01%,0.92,84.46,18.60%,11.90%,63.90,92.75,-0.10%,-,56.43,46.70%,6.20%,-14.58%,0.94,-,1.10,9.50%,33.50%,23.98%,2.22,2900,1.20,22.00%,9.00%,47.61,2.96%,2.71%,Yes,1.21,42.30%,5.10%,1.25,78.03,Yes,1.19,Feb 16 AMC,0.00%,176.07K,2.10,-0.63%,-2.20%,1.20%
1365,GER,Goldman Sachs MLP and Energy Renaissance Fund,Financial,Closed-End Fund - Equity,USA,221040000.0,3.89,13.83,0.008,49570.0,Triangle Ascending,1,-,3.53,0.02%,16.11M,0.47%,-,-,-1.44%,15.98M,4.77%,-,-,-,38.85%,0.07% / 0.16,1.32%,-,-,-,-,0.01M,8.98%,-,-,-,-,-,15.73%,-,-,-,-,10.41,14.04,8.22%,0.80,-,-,-,-1.50%,-,5.83%,-,-,-,32.85%,0.22,-,-,-,-,59.61,1.44%,1.49%,No,-,-,-,0.69,13.72,Yes,-,-,-,71.70K,-,1.46%,4.59%,8.23%
1366,BCML,BayCom Corp,Financial,Banks - Regional,USA,267870000.0,10.11,20.67,-0.0077,23094.0,Triangle Ascending,1,-,2.06,3.50%,13.31M,0.15%,7.95,2.62,-2.97%,12.18M,8.85%,27.00M,1.01,0.59,58.60%,0.84% / 3.77,7.66%,107.10M,2.50,65.70%,-6.26%,0.10M,6.71%,23.63,0.88,4.93%,0.90%,24.00,-6.89%,19.66,1.06,10.00%,7.40%,17.52,23.53,8.90%,0.20,22.51,25.70%,19.30%,-12.17%,0.73,0.96%,-,22.50%,-,17.98%,0.45,307,-,35.50%,73.70%,67.71,2.38%,2.25%,No,0.23,7.30%,21.10%,0.85,20.83,Yes,0.23,Jan 26 AMC,5.20%,27.15K,1.70,5.10%,7.53%,4.14%
1367,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,6440000000.0,8.95,43.81,-0.0108,1006580.0,Triangle Ascending,1,-,4.95,0.50%,145.39M,1.81%,8.17,5.42,-0.09%,143.47M,13.29%,724.70M,1.12,1.27,82.30%,3.09% / 3.93,9.74%,2.08B,3.10,114.90%,0.14%,4.44M,9.25%,25.40,1.74,4.11%,1.20%,47.25,-14.28%,12.85,3.45,8.00%,16.80%,34.15,54.40,16.67%,1.36,18.41,21.00%,23.60%,-19.47%,1.40,3.07%,-,10.10%,-,28.31%,1.11,5033,-,33.60%,78.70%,67.29,2.65%,2.79%,Yes,1.20,10.10%,33.90%,0.89,44.29,Yes,1.20,Jan 19 BMO,27.70%,1.13M,2.10,7.93%,11.35%,10.08%
1368,TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,44760000.0,54.0,4.95,0.018500000000000003,3116.0,Triangle Ascending,1,-,0.09,27.64%,9.15M,1.23%,-,-0.29,0.00%,6.66M,-2.37%,0.80M,5.40,-0.16,49.00%,0.16% / 0.68,4.21%,436.70M,0.10,77.60%,-5.59%,0.01M,-10.97%,8.46,0.57,14.70%,0.30%,-,-14.51%,0.36,13.56,10.00%,0.90%,4.03,6.50,1.02%,-,-,-32.90%,-2.00%,-23.85%,0.91,-,1.10,-4.80%,19.50%,22.83%,0.15,530,1.90,11.10%,0.20%,51.94,2.41%,2.70%,No,0.77,189.10%,0.20%,0.20,4.86,Yes,0.77,Feb 07 AMC,0.00%,15.40K,1.00,0.35%,0.86%,-4.33%
1369,REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,11350000000.0,24.75,65.1,-0.0076,750330.0,Triangle Ascending,1,S&P 500,2.65,0.40%,171.12M,-2.98%,32.19,2.04,-0.91%,169.68M,4.11%,455.50M,-,0.46,-,1.85% / 3.40,2.28%,1.21B,9.41,699.30%,-1.58%,3.14M,2.13%,35.74,1.84,-23.38%,4.20%,69.41,-6.88%,0.87,75.05,-0.69%,7.50%,51.97,73.41,4.16%,2.60,47.04,8.30%,3.80%,-11.32%,1.16,3.96%,-,13.70%,71.90%,25.26%,1.39,432,-,-1.10%,32.00%,48.85,1.99%,2.18%,Yes,0.61,-25.80%,37.80%,0.81,65.60,Yes,0.61,Feb 09 AMC,94.10%,922.69K,2.30,-0.82%,0.66%,3.91%
1370,SPDV,AAM S&P 500 High Dividend Value ETF,Financial,Exchange Traded Fund,USA,,,30.28,-0.0084,36696.0,Triangle Ascending,1,-,-,-,-,-1.13%,-,-,-,-,1.03%,-,-,-,-,- / -,5.33%,-,-,-,-,-,3.55%,-,-,-,-,-,-3.60%,-,-,-,-,25.42,33.39,3.90%,1.09,-,-,-,-9.31%,-,3.55%,-,-,-,19.15%,0.37,-,-,-,-,51.62,1.21%,1.05%,No,-,-,-,3.00,30.54,Yes,-,-,-,12.25K,-,-0.15%,1.34%,3.29%
1371,APH,Amphenol Corporation,Technology,Electronic Components,USA,48690000000.0,26.55,81.28,-0.0009,2600297.0,Triangle Ascending,1,S&P 500,3.06,0.58%,595.30M,0.17%,24.45,3.33,-22.29%,591.63M,2.73%,1.90B,2.89,0.67,96.80%,1.09% / 2.89,7.17%,12.62B,3.86,28.20%,0.04%,6.46M,6.42%,11.04,7.37,10.13%,12.00%,86.39,4.25%,2.09,38.89,9.19%,27.80%,61.67,82.86,6.75%,0.84,50.41,14.00%,15.30%,-1.91%,1.25,1.03%,1.60,11.60%,31.90%,31.80%,1.76,90000,2.40,16.90%,19.00%,58.69,2.00%,2.24%,Yes,0.72,19.80%,14.20%,1.16,81.35,Yes,0.72,Jan 25 BMO,24.90%,2.24M,2.20,1.78%,3.11%,10.62%
1372,BCM,iPath Pure Beta Broad Commodity ETN,Financial,Exchange Traded Fund,USA,,,45.28,0.0017000000000000001,1012.0,Triangle Ascending,1,-,-,-,-,-1.45%,-,-,-,-,1.70%,-,-,-,-,- / -,-1.16%,-,-,-,-,-,2.46%,-,-,-,-,-,7.14%,-,-,-,-,41.18,60.15,-0.91%,-,-,-,-,-24.72%,-,-,-,-,-,9.96%,0.54,-,-,-,-,47.43,0.93%,0.49%,No,-,-,-,1.01,45.20,Yes,-,-,-,1.00K,-,-1.49%,0.40%,-1.25%
1373,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA,,,58.59,-0.013300000000000001,6694.0,Triangle Ascending,1,-,-,-,-,-1.36%,-,-,-,-,8.76%,-,-,-,-,- / -,14.64%,-,-,-,-,-,3.12%,-,-,-,-,-,-1.60%,-,-,-,-,47.84,62.82,12.48%,0.21,-,-,-,-6.73%,-,0.35%,-,-,-,22.47%,1.10,-,-,-,-,60.14,1.90%,1.60%,No,-,-,-,0.36,59.38,Yes,-,-,-,18.57K,-,2.86%,6.99%,8.89%
1374,SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA,26970000.0,,11.67,0.0599,827.0,Triangle Descending,1,-,-0.70,16.60%,2.43M,-2.67%,-,-,-40.77%,1.51M,11.04%,-1.70M,-,-,16.50%,0.19% / 0.82,5.90%,43.90M,0.61,-,0.50%,0.00M,9.89%,14.32,0.77,-,-3.50%,-,-11.92%,1.76,6.27,-,-4.90%,9.47,14.90,10.51%,-,-,17.10%,10.70%,-21.68%,0.69,-,2.50,1.00%,15.20%,23.23%,0.54,268,5.40,0.90%,-4.50%,51.75,0.33%,2.37%,No,0.01,-109.70%,-3.90%,0.24,11.01,Yes,0.01,-,-,3.48K,-,0.79%,3.66%,1.23%
1375,DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,,,32.26,-0.0034000000000000002,72836.0,Triangle Descending,1,-,-,-,-,-1.89%,-,-,-,-,-0.59%,-,-,-,-,- / -,-8.10%,-,-,-,-,-,-8.22%,-,-,-,-,-,0.47%,-,-,-,-,31.38,41.71,-4.30%,-,-,-,-,-22.66%,-,-,-,-,-,2.80%,0.53,-,-,-,-,41.30,1.93%,1.40%,Yes,-,-,-,0.29,32.37,Yes,-,-,-,249.37K,-,-2.46%,-3.24%,-8.66%
1376,FINW,FinWise Bancorp,Financial,Banks - Regional,USA,119750000.0,4.0,9.16,0.0087,11126.0,Triangle Descending,1,-,2.27,6.60%,12.78M,5.22%,4.52,2.01,0.96%,9.12M,1.05%,-,-,0.31,27.10%,1.29% / 5.03,-0.49%,74.79M,1.60,286.80%,2.50%,0.12M,-12.13%,10.50,0.87,46.36%,-,11.50,-51.71%,7.37,1.23,-,-,8.20,21.86,-1.03%,-,-,-,25.10%,-58.07%,-,-,-,-,-,11.77%,0.33,109,-,-62.00%,-,53.50,3.85%,3.16%,No,0.00,-83.50%,-,0.48,9.09,Yes,0.00,Jan 25 AMC,-,23.33K,1.50,2.10%,0.37%,-11.62%
1377,CPLP,Capital Product Partners L.P.,Industrials,Marine Shipping,Greece,269400000.0,1.89,13.76,0.0103,87278.0,Triangle Descending,1,-,7.22,35.60%,19.16M,-1.29%,3.40,4.01,0.00%,14.40M,1.40%,138.20M,0.12,0.89,17.00%,0.52% / 1.22,-10.82%,282.70M,0.95,221.30%,-10.63%,0.07M,-2.13%,32.03,0.43,5.44%,6.60%,18.67,-15.38%,6.80,2.00,15.66%,22.10%,12.80,19.65,0.81%,0.60,1.58,16.80%,6.50%,-29.97%,0.94,4.41%,1.30,-5.20%,94.50%,7.50%,0.46,-,1.40,66.80%,63.00%,45.59,3.76%,3.23%,Yes,1.92,362.80%,43.90%,1.43,13.62,Yes,1.81,Feb 03 BMO,7.00%,60.95K,1.30,-2.09%,-1.77%,-6.15%
1378,UCO,ProShares Ultra Bloomberg Crude Oil,Financial,Exchange Traded Fund,USA,,,28.83,0.026000000000000002,1735487.0,"['Triangle Descending', 'Multiple Bottom']",2,-,-,-,-,3.41%,-,-,-,-,6.70%,-,-,-,-,- / -,-18.58%,-,-,-,-,-,-17.27%,-,-,-,-,-,-3.99%,-,-,-,-,24.26,55.69,-4.88%,-,-,-,-,-48.23%,-,-,-,-,-,18.84%,1.60,-,-,-,-,50.72,7.35%,5.26%,Yes,-,-,-,0.69,28.10,Yes,-,-,-,2.50M,-,-1.23%,1.54%,-17.33%
1379,OILK,ProShares K-1 Free Crude Oil Strategy ETF,Financial,Exchange Traded Fund,USA,,,44.0,0.0155,21145.0,"['Triangle Descending', 'Multiple Bottom']",2,-,-,-,-,1.90%,-,-,-,-,3.97%,-,-,-,-,- / -,-8.77%,-,-,-,-,-,-8.19%,-,-,-,-,-,-7.85%,-,-,-,-,40.04,62.45,-1.83%,7.64,-,-,-,-29.55%,-,17.63%,-,-,-,9.89%,1.20,-,-,-,-,51.70,3.53%,2.52%,Yes,-,-,-,0.50,43.33,Yes,-,-,-,42.28K,-,-0.20%,1.40%,-8.91%
1380,SPH,"Suburban Propane Partners, L.P.",Utilities,Utilities - Regulated Gas,USA,992880000.0,6.22,15.75,0.0006,179646.0,Triangle Descending,1,-,2.53,2.90%,63.63M,-0.06%,6.07,2.60,-0.89%,61.68M,1.29%,163.80M,1.55,2.15,20.60%,1.34% / 2.86,-5.01%,1.52B,0.65,12.50%,-3.25%,0.83M,-1.99%,8.21,1.92,4.85%,7.60%,17.00,5.00%,0.10,162.77,4.00%,30.20%,14.25,17.75,3.75%,1.30,8.72,28.70%,13.10%,-11.27%,0.66,8.26%,0.60,4.80%,54.20%,10.53%,0.25,3174,0.80,5.90%,15.20%,49.47,1.52%,1.61%,Yes,2.13,111.10%,10.80%,0.62,15.74,Yes,2.13,Feb 02 BMO,50.80%,289.60K,2.00,-0.67%,0.02%,-2.45%
1381,ZFOX,"ZeroFox Holdings, Inc.",Technology,Software - Infrastructure,USA,387030000.0,,2.8,0.0036,92928.0,Triangle Descending,1,-,-6.29,9.20%,116.85M,-29.82%,-,-0.32,0.00%,94.26M,-40.93%,-735.30M,-,-0.09,55.40%,0.30% / 4.80,-30.00%,85.50M,4.53,-69.00%,406.43%,0.28M,-71.54%,4.31,0.65,94.90%,-281.90%,5.25,-72.14%,0.38,7.25,-,-,2.62,15.73,-43.78%,-,-,-,27.00%,-82.20%,-,-,1.40,-,49.10%,7.07%,0.44,578,1.40,25.70%,-,28.16,14.97%,9.83%,No,0.34,-,-,1.59,2.79,Yes,0.34,Dec 06 AMC,-,58.53K,2.00,-33.84%,-38.83%,-60.70%
1382,IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1320000000.0,,7.77,-0.0547,2467779.0,Triangle Descending,1,-,-2.48,0.10%,157.82M,-1.77%,-,-2.61,-,146.85M,26.34%,-389.90M,-,-0.64,-,13.70% / 3.93,-5.36%,-,-,-18.90%,-2.50%,20.12M,-35.30%,2.49,3.30,-4.80%,-59.20%,23.58,-52.74%,2.24,3.67,-,-76.40%,5.42,18.73,21.60%,-,-,-3.80%,-,-58.52%,0.20,-,4.70,-,-,43.36%,0.45,319,4.70,-,-,57.59,4.74%,6.25%,Yes,0.00,-14.00%,-,0.48,8.22,Yes,0.00,Nov 03 AMC,-,5.12M,2.00,7.25%,14.74%,-21.45%
1383,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USA,24740000000.0,24.82,44.62,-0.0124,1442040.0,Triangle Descending,1,S&P 500,1.82,0.20%,546.21M,-1.59%,22.36,2.02,-3.34%,287.16M,-3.19%,1.00B,4.51,0.48,41.40%,3.36% / 5.59,-5.08%,12.46B,1.99,9.60%,0.10%,9.65M,-10.51%,13.80,3.27,6.87%,7.60%,46.24,-5.98%,1.82,24.79,5.50%,13.60%,44.08,55.11,-2.04%,1.10,82.94,3.00%,9.60%,-19.03%,0.16,2.43%,1.30,6.30%,17.40%,1.24%,0.70,20000,2.50,-5.00%,10.50%,40.29,1.75%,1.50%,Yes,0.44,-1.20%,8.00%,0.84,45.18,Yes,0.44,Nov 30 BMO,55.90%,1.72M,3.00,-1.47%,-3.12%,-6.17%
1384,SBFG,"SB Financial Group, Inc.",Financial,Banks - Regional,USA,117300000.0,8.99,16.65,0.0021,1540.0,Triangle Descending,1,-,1.85,1.50%,6.97M,0.24%,-,-,0.47%,6.30M,-0.48%,13.10M,-,0.42,50.00%,0.06% / 1.06,-0.60%,40.90M,2.87,31.00%,-0.42%,0.00M,-3.53%,16.45,1.01,-,1.00%,20.00,-15.40%,5.00,3.32,-,10.10%,16.28,20.85,-1.77%,0.50,8.44,15.90%,18.50%,-20.14%,0.84,3.01%,-,7.60%,-,2.27%,0.25,269,-,7.30%,90.10%,51.23,1.21%,1.33%,No,0.26,-18.80%,31.90%,0.45,16.61,Yes,0.26,Jan 26 AMC,24.60%,3.39K,-,0.45%,0.21%,-3.83%
1385,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,386530000.0,,8.32,-0.07139999999999999,303487.0,Triangle Descending,1,-,-2.98,2.20%,40.75M,-9.17%,-,-3.44,-0.65%,30.01M,-20.61%,-121.20M,-,-0.89,-,13.51% / 23.27,-34.23%,-,-,24.90%,1.18%,4.05M,-29.31%,7.04,1.27,-8.20%,-34.40%,35.50,-40.99%,6.61,1.36,-,-37.00%,5.82,20.40,-26.18%,-,-,-,-,-59.22%,-,-,11.50,-,-,42.96%,0.76,55,11.50,-,-,36.03,7.90%,9.04%,Yes,0.00,-42.50%,-,1.74,8.96,Yes,0.00,Nov 08 AMC,-,174.21K,2.00,-10.29%,-18.82%,-21.92%
1386,BFRI,Biofrontera Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,23700000.0,,0.85,-0.0341,292130.0,"['Triangle Descending', 'Multiple Bottom']",2,-,-1.12,0.60%,22.73M,-1.28%,-,-0.48,0.00%,15.38M,-15.84%,-12.40M,-,-0.11,7.60%,2.43% / 3.39,-15.00%,27.70M,0.86,-211.80%,25.90%,0.37M,-39.72%,0.99,0.89,-1100.00%,-23.40%,13.50,-80.81%,1.02,0.86,-,-72.10%,0.75,6.12,-7.27%,-,-,-,-223.50%,-86.11%,-,-,2.10,-,46.90%,13.32%,0.08,69,2.80,0.00%,-53.20%,41.53,7.21%,9.48%,Yes,0.00,94.40%,-44.60%,2.65,0.88,Yes,0.00,Nov 14 BMO,-,110.18K,2.00,-8.06%,-8.79%,-44.70%
1387,CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,USA,2940000000.0,,15.91,-0.0167,2627588.0,Triangle Descending,1,-,-1.07,3.19%,187.51M,-2.09%,7.85,2.06,0.00%,178.78M,-1.85%,-142.10M,-,0.67,97.50%,15.37% / 9.50,-12.39%,3.84B,0.77,4.90%,-5.31%,27.48M,-1.85%,10.54,1.54,-6.45%,-13.50%,19.67,2.91%,0.01,1835.12,41.60%,-42.00%,14.55,24.21,-5.52%,-,5.61,0.80%,21.00%,-34.28%,1.33,-,0.30,22.20%,82.60%,9.38%,0.61,441,0.30,92.50%,53.70%,44.66,4.34%,3.58%,Yes,1.14,43.70%,-29.50%,0.91,16.18,Yes,0.97,Jan 26 BMO,-,2.89M,3.20,-2.51%,-3.48%,-10.30%
1388,BRCC,BRC Inc.,Consumer Defensive,Packaged Foods,USA,1510000000.0,,7.0,-0.0141,368606.0,Triangle Descending,1,-,-0.42,0.40%,211.56M,6.87%,-,-0.10,13.27%,53.82M,16.47%,-82.30M,-,-0.07,49.60%,8.30% / 8.99,-7.16%,279.50M,5.42,-420.50%,5.84%,4.47M,-17.45%,0.14,50.71,92.00%,-46.90%,12.00,-30.14%,0.33,21.28,47.30%,252.70%,5.75,34.00,14.57%,-,-,-,10.30%,-79.41%,-,-,1.70,-,33.80%,21.84%,0.41,836,2.40,25.60%,-18.70%,58.20,7.37%,6.21%,Yes,1.12,8.30%,-29.50%,0.74,7.10,Yes,0.58,Nov 10 BMO,-,496.64K,2.30,6.95%,10.66%,-15.44%
1389,FBIOP,"Fortress Biotech, Inc.",Healthcare,Biotechnology,USA,90760000.0,,20.0,0.0101,24775.0,Triangle Descending,1,-,-0.86,-,3.43M,0.00%,-,-,-,-,5.76%,-,-,-,1.81%,- / 0.19,-2.44%,77.61M,1.17,-,-,0.00M,0.33%,0.57,34.74,-,-,8.50,-21.81%,-,-,-,-,16.86,26.00,13.31%,2.34,-,-,-,-23.08%,-,11.84%,-,-,-,18.62%,0.50,173,-,-21.60%,-,61.23,2.32%,2.74%,No,-,-,-,2.16,19.80,Yes,-,-,-,11.49K,-,2.71%,3.58%,2.35%
1390,GROY,Gold Royalty Corp.,Basic Materials,Other Precious Metals & Mining,Canada,338160000.0,,2.31,-0.017,354687.0,Triangle Descending,1,-,-0.14,34.80%,134.90M,-4.94%,-,-0.05,0.00%,94.32M,-10.81%,-17.30M,-,-0.01,10.50%,0.24% / 0.52,-7.23%,3.90M,86.71,69.80%,-3.38%,0.22M,-25.96%,3.98,0.59,50.00%,-2.60%,5.75,-46.40%,0.10,23.81,-,-3.30%,2.11,4.45,-0.86%,0.04,-,-,-3.90%,-48.09%,-,1.70%,2.40,-,55.50%,9.48%,0.10,7,2.40,350.00%,-,39.44,4.25%,3.84%,Yes,0.00,92.20%,-,0.83,2.35,Yes,0.02,-,-,428.42K,2.40,-6.44%,-7.25%,-14.50%
1391,USO,"United States Oil Fund, LP",Financial,Exchange Traded Fund,USA,,,68.68,0.013600000000000001,2048892.0,"['Triangle Descending', 'Multiple Bottom']",2,-,-,-,-,1.96%,-,-,-,-,4.25%,-,-,-,-,- / -,-10.29%,-,-,-,-,-,-6.49%,-,-,-,-,-,6.18%,-,-,-,-,61.81,92.20,-2.04%,-,-,-,-,-25.51%,-,-,-,-,-,11.11%,2.01,-,-,-,-,51.59,3.73%,2.72%,Yes,-,-,-,0.54,67.76,Yes,-,-,-,3.83M,-,-0.23%,1.54%,-6.90%
1392,OIL,iPath Pure Beta Crude Oil ETN,Financial,Exchange Traded Fund,USA,,,29.79,0.0098,17759.0,Triangle Descending,1,-,-,-,-,1.64%,-,-,-,-,4.34%,-,-,-,-,- / -,-10.73%,-,-,-,-,-,-5.67%,-,-,-,-,-,6.93%,-,-,-,-,26.72,39.74,-2.33%,-,-,-,-,-25.04%,-,-,-,-,-,11.49%,0.85,-,-,-,-,51.37,3.68%,2.53%,Yes,-,-,-,0.46,29.50,Yes,-,-,-,38.84K,-,-0.31%,1.46%,-6.45%
1393,CMDY,iShares Bloomberg Roll Select Broad Commodity ETF,Financial,Exchange Traded Fund,USA,,,52.54,-0.0012,31760.0,Triangle Descending,1,-,-,-,-,-1.63%,-,-,-,-,-0.76%,-,-,-,-,- / -,-9.91%,-,-,-,-,-,-8.99%,-,-,-,-,-,-3.08%,-,-,-,-,51.33,68.21,-3.61%,2.17,-,-,-,-22.97%,-,4.13%,-,-,-,2.36%,0.72,-,-,-,-,40.78,1.76%,1.11%,Yes,-,-,-,0.27,52.60,Yes,-,-,-,116.27K,-,-1.90%,-3.65%,-9.85%
1394,UONEK,"Urban One, Inc.",Communication Services,Broadcasting,USA,249060000.0,6.59,5.16,0.0098,9407.0,Wedge,1,-,0.78,27.70%,46.63M,2.79%,-,-,-0.20%,20.20M,11.69%,42.20M,-,-,40.70%,1.11% / 7.07,7.05%,483.50M,0.52,493.30%,-0.85%,0.22M,23.15%,5.71,0.89,-,3.30%,-,17.01%,1.76,2.91,-,16.10%,3.36,6.99,37.23%,-,2.75,141.50%,9.10%,-26.18%,0.91,-,2.50,-0.70%,74.20%,53.57%,0.21,825,2.50,8.90%,21.80%,61.35,3.87%,4.24%,No,0.00,-66.70%,8.70%,0.30,5.11,Yes,2.87,Nov 03 BMO,0.00%,31.71K,-,4.65%,12.10%,8.80%
1395,GATE,Marblegate Acquisition Corp.,Financial,Shell Companies,USA,412100000.0,666.67,10.0,0.0,10.0,Wedge,1,-,0.01,-,41.21M,-0.40%,-,-,-,28.68M,0.10%,0.60M,-,-,94.80%,0.02% / 0.28,0.81%,-,-,-,-4.10%,0.00M,1.32%,6.98,1.43,-,0.20%,-,-,0.00,-,-,0.20%,9.78,10.20,-0.20%,-,-,-,-,-1.96%,-,-,0.70,-,-,2.25%,0.03,-,0.70,-,-,44.40,0.15%,0.13%,No,0.00,-,-,0.00,10.00,Yes,0.00,-,0.00%,16.99K,-,-0.45%,-0.56%,0.93%
1396,IEP,Icahn Enterprises L.P.,Industrials,Conglomerates,USA,18290000000.0,,54.16,-0.0028000000000000004,277697.0,Wedge,1,-,-1.46,0.10%,337.47M,1.25%,73.69,0.74,0.00%,336.90M,2.95%,-414.00M,-,0.15,86.90%,0.26% / 1.77,-0.79%,13.10B,1.40,68.30%,3.86%,0.87M,0.52%,14.65,3.71,91.93%,-1.50%,70.00,-0.13%,21.41,2.54,-,-9.20%,47.17,55.73,6.93%,8.00,5.96,22.90%,-0.30%,-2.82%,0.71,14.73%,-,9.10%,12.90%,14.82%,0.52,19500,-,26.40%,-0.90%,66.85,1.01%,0.93%,Yes,1.50,31.50%,-3.20%,0.57,54.31,Yes,1.50,Nov 04 BMO,-,489.96K,1.00,1.39%,4.37%,4.22%
1397,NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,Monaco,827320000.0,1.46,27.59,0.0055000000000000005,119840.0,Wedge,1,-,18.84,8.90%,30.76M,0.44%,1.44,19.02,0.00%,21.80M,10.01%,576.20M,0.04,5.34,12.60%,1.60% / 2.39,1.58%,1.11B,0.75,471.50%,10.50%,0.35M,-6.44%,72.37,0.38,27.74%,14.70%,40.75,-9.36%,3.66,7.50,33.08%,29.80%,19.71,37.16,6.28%,0.20,-,34.50%,14.10%,-25.75%,2.08,0.73%,1.00,30.20%,89.30%,39.98%,0.80,186,1.00,41.40%,44.70%,62.44,2.97%,3.17%,Yes,0.00,40.30%,52.00%,0.82,27.44,Yes,0.86,Nov 10 BMO,1.10%,146.17K,1.70,4.69%,7.91%,4.81%
