,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Description
2276,QABA,First Trust NASDAQ ABA Community Bank Index Fund,Financial,Exchange Traded Fund,USA,,,55.45,0.0109,32070.0,Double Top,1,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to track the performance of small, mid and large capitalization companies that comprise the community banking industry."
2277,HEQT,Simplify Hedged Equity ETF,Financial,Exchange Traded Fund,USA,,,23.68,0.0052,37577.0,Double Top,1,"The adviser seeks to achieve the fund's investment objective by investing primarily in equity securities and applying an option overlay known as a ""put/spread collar"" strategy. Under normal circumstances, it invests at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities, primarily by purchasing exchange-traded funds (""ETFs"") that seek to track the investment results of the S&P 500 Index. The fund typically invests at least 80% of the fund's portfolio in underlying ETFs."
2278,GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,155930000.0,,10.43,-0.0086,15335.0,Double Top,1,"Gencor Industries, Inc., together with its subsidiaries, designs, manufactures, and sells heavy machinery used in the production of highway construction materials and environmental control equipment. The company offers hot-mix asphalt plants to produce asphalt paving materials; related asphalt plant equipment, including hot-mix storage silos, fabric filtration systems, cold feed bins, and other plant components; and a range of mobile batch plants. It also provides combustion systems that transform solid, liquid, or gaseous fuels into usable energy, or burn multiple fuels in asphalt and aggregate drying industries; and combustion systems for rotary dryers, kilns, fume and liquid incinerators, and fuel heaters, as well as industrial incinerators. In addition, the company offers thermal fluid heat transfer systems that transfer heat for storage, heating, and pumping viscous materials, such as asphalt, chemicals, heavy oils, etc. in various industrial and petrochemical applications; specialty storage tanks for various industrial uses; and asphalt pavers under the Blaw-Knox brand. Gencor Industries, Inc. sells its products primarily to the highway construction industry through its sales representatives, and independent dealers and agents worldwide. The company was formerly known as Mechtron International Corporation and changed its name to Gencor Industries, Inc. in 1987. Gencor Industries, Inc. was founded in 1894 and is based in Orlando, Florida."
2279,NIM,Nuveen Select Maturities Municipal Fund,Financial,Closed-End Fund - Debt,USA,115380000.0,,9.27,-0.0011,29379.0,Double Top,1,"Nuveen Select Maturities Municipal Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of the United States. The fund invests primarily in municipal securities rated Baa/BBB or better. It invests in securities that provide income exempt from federal income tax. The fund employs fundamental analysis with bottom-up stock picking approach to create its portfolio. It benchmarks the performance of its portfolio against the S&P Intermediate Municipal Bond Index and the S&P National Municipal Bond Index. Nuveen Select Maturities Municipal Fund was formed on September 18, 1992 and is domiciled in the United States."
2280,SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,3650000000.0,20.61,28.85,-0.0147,573991.0,Double Top,1,"Select Medical Holdings Corporation, through its subsidiaries, operates critical illness recovery hospitals, rehabilitation hospitals, outpatient rehabilitation clinics, and occupational health centers in the United States. The company's Critical Illness Recovery Hospital segment consists of hospitals that provide services for heart failure, infectious disease, respiratory failure and pulmonary disease, surgery requiring prolonged recovery, renal disease, neurological events, and trauma. Its Rehabilitation Hospital segment offers therapy and rehabilitation treatments, including rehabilitative services for brain and spinal cord injuries, strokes, amputations, neurological disorders, orthopedic conditions, pediatric congenital or acquired disabilities, and cancer. The company's Outpatient Rehabilitation segment operates rehabilitation clinics that provide physical, occupational, and speech rehabilitation programs and services; and specialized programs, such as functional programs for work related injuries, hand therapy, post-concussion rehabilitation, pediatric and cancer rehabilitation, and athletic training services. Its Concentra segment operates and provides occupational health centers and contract services at employer worksites that deliver occupational medicine, consumer health, physical therapy, and wellness services. As of December 31, 2021, the company operated 104 critical illness recovery hospitals in 28 states; 30 rehabilitation hospitals in 12 states; 1,881 outpatient rehabilitation clinics in 38 states and the District of Columbia; and 518 occupational health centers in 41 states, and 134 onsite clinics at employer worksites states. Select Medical Holdings Corporation was founded in 1996 and is headquartered in Mechanicsburg, Pennsylvania."
2281,JMUB,JPMorgan Municipal ETF,Financial,Exchange Traded Fund,USA,,,50.72,-0.0002,28609.0,Double Top,1,"Under normal circumstances, the fund invests at least 80% of its assets in municipal securities, the income from which is exempt from federal income tax. The fund may invest in debt securities issued by governmental entities, certain issuers identified with the U.S. government and private issuers. It may invest in municipal mortgage-backed and asset-backed securities."
2282,TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,USA,1640000000.0,17.18,16.03,0.0044,439672.0,Double Top,1,"TTM Technologies, Inc., together with its subsidiaries, engages in the manufacture and sale of printed circuit boards (PCBs) worldwide. The company operates in two segments, PCB and RF&S Components. It offers PCB products, radio frequency (RF) components, conventional PCBs, RF and microwave circuits, high density interconnect PCBs, substrate-like PCBs, flexible PCBs, rigid-flex PCBs, custom assemblies and system integration products, IC substrates, passive RF components, advanced ceramic RF components, multi-chip modules, and beamforming and switching networks. The company also produces printed circuits with heavy copper cores, as well as embedded and press-fit coins; PCBs with electrically passive heat sinks; and PCBs with electrically active thermal cores. In addition, it offers value-added services, including RF design to specification capability, design for manufacturability, PCB layout design, simulation and testing, and quick turnaround services. The company serves original equipment manufacturers and electronic manufacturing services companies that primarily serve aerospace and defense, data center computing, automotive components, medical, industrial, and instrumentation related products sectors. TTM Technologies, Inc. was incorporated in 1978 and is headquartered in Santa Ana, California."
2284,IE,Ivanhoe Electric Inc.,Basic Materials,Copper,Canada,1230000000.0,,13.13,0.018600000000000002,227247.0,Double Top,1,"Ivanhoe Electric Inc. operates as a mineral exploration and development company in the United States. It operates through Critical Metals, Technology, and Energy Storage. The company holds 84.6% interests in the Tintic copper-gold project covering an area of 65 square kilometers located in Utah. It also holds an option to acquire a 100% interest in the Santa Cruz copper project covering an area of 77.59 square kilometers located in Arizona; 75% interest in the Hog Heaven silver-gold-copper project covering an area of 24.2 square kilometers located in Montana; and 60% interest in the Ivory Coast project covering an area of 1,125 square kilometers located in the Ivory Coast. The company also provides data analytics, geophysical modelling, and artificial intelligence services for the mineral, oil and gas, and water exploration industries; and develops, manufactures, and installs vanadium flow batteries for grid-scale energy storage. Ivanhoe Electric Inc. was incorporated in 2020 and is based in Vancouver, Canada. Ivanhoe Electric Inc. operates as a subsidiary of I-Pulse Inc."
2285,RAPT,"RAPT Therapeutics, Inc.",Healthcare,Biotechnology,USA,985470000.0,,28.31,0.0404,342132.0,Double Top,1,"RAPT Therapeutics, Inc., a clinical-stage immunology-based biopharmaceutical company, focuses on discovering, developing, and commercializing oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases. Its lead inflammation drug candidate is RPT193, a C-C motif chemokine receptor 4 (CCR4) antagonist that selectively inhibit the migration of type 2 T helper cells into inflamed tissues. The company's lead oncology drug candidate is FLX475, an oral small molecule CCR4 antagonist that is in the Phase 1/2 clinical trial to investigate as a monotherapy and in combination with pembrolizumab in patients with advanced cancer. It also focuses on the development of hematopoietic progenitor kinase 1 inhibitor. The company was formerly known as FLX Bio, Inc. and changed its name to RAPT Therapeutics, Inc. in May 2019. RAPT Therapeutics, Inc. was incorporated in 2015 and is headquartered in South San Francisco, California."
2286,CNI,Canadian National Railway Company,Industrials,Railroads,Canada,79500000000.0,21.11,118.12,-0.002,1105821.0,Double Top,1,"Canadian National Railway Company, together with its subsidiaries, engages in rail and related transportation business. The company offers rail services, which include equipment, custom brokage services, transloading and distribution, business development and real estate, and private car storage services; and intermodal services including temperature controlled cargo, port partnership, transloading and distribution, logistic parks, customs brokerage, trucking, and moving grains in containers. It also provides trucking services, such as door-to-door services, import and export dray, interline services, and specialized services comprising flatbed trucks, on-deck mobile transport trays, expedited and temperature controlled cargo, and permit/overweight services; and supply chain services. In addition, it serves automotive, coal, fertilizers, temperature controlled cargo, forest products, dimensional, grain, metal and minerals, petroleum and chemicals, and consumer goods applications. Further, the company operates a network of 20,000 route miles of track and shipping Canada and the United States. Canadian National Railway Company was incorporated in 1919 and is headquartered in Montreal, Canada."
2287,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,USA,1820000000.0,24.0,88.93,0.0097,172168.0,Double Top,1,"Materion Corporation, through with its subsidiaries, produces advanced engineered materials used in semiconductor, industrial, aerospace and defense, automotive, energy, consumer electronics, and telecom and data center in the United States, Asia, Europe, and internationally. It operates through Performance Alloys and Composites, Advanced Materials, and Precision Optics segments. The Performance Alloys and Composites segment offers advanced engineered solutions comprising beryllium and non-beryllium containing alloy systems and custom engineered parts in strip, bulk, rod, plate, bar, tube, and other customized shapes. This segment operates the bertrandite ore mine and refinery located in Utah that provides feedstock hydroxide for its beryllium businesses and external sale. The Advances Materials segment produces advanced chemicals, microelectronics packaging, precious metal, non-precious metal, and specialty metal products, including vapor deposition targets, frame lid assemblies, clad and precious metal pre-forms, high temperature braze materials, and ultra-pure wire. This segment offers its products from its facilities, as well as through direct sales offices and independent sales representatives. The Precision Optics segment designs and produces precision thin film coatings, optical filters, and assemblies. This segment sells its directly from its facilities, as well as through direct sales offices and independent sales representatives throughout the world. The company was formerly known as Brush Engineered Materials Inc. and changed its name to Materion Corporation in 2011. Materion Corporation was incorporated in 1931 and is headquartered in Mayfield Heights, Ohio."
2288,PTVE,Pactiv Evergreen Inc.,Consumer Cyclical,Packaging & Containers,USA,2009999999.9999998,6.2,11.26,-0.0183,135616.0,Double Top,1,"Pactiv Evergreen Inc. manufactures and distributes fresh foodservice and food merchandising products, and fresh beverage cartons in North America. It operates through three segments: Foodservice, Food Merchandising, and Beverage Merchandising. The Foodservice segment offers food containers, hot and cold cups, lids, dinnerware, tableware, service ware, and other products. The Food Merchandising segment provides clear rigid-display containers, containers for prepared and ready-to-eat food, trays for meat and poultry, and molded fiber cartons. The Beverage Merchandising segment offers cartons for fresh refrigerated beverage products. This segment also provides integrated fresh carton systems, which include printed cartons with high-impact graphics, spouts, and filling machines, as well as fiber-based liquid packaging board and range of paper-based products. The company serves full-service restaurants, quick service restaurants, foodservice distributors, supermarkets, grocery and healthy eating retailers, other food stores, food and beverage producers, and food packers and food processors. The company was formerly known as Reynolds Group Holdings Limited. Pactiv Evergreen Inc. was founded in 1880 and is headquartered in Lake Forest, Illinois. Pactiv Evergreen Inc. is a subsidiary of Packaging Finance Limited."
2290,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,4560000000.0,42.34,142.06,0.0131,107600.0,Double Top,1,"Balchem Corporation develops, manufactures, and markets specialty performance ingredients and products for the nutritional, food, pharmaceutical, animal health, medical device sterilization, plant nutrition, and industrial markets in the United States and internationally. It operates through three segments: Human Nutrition & Health, Animal Nutrition & Health, and Specialty Products. The Human Nutrition & Health segment supplies ingredients in the food and beverage industry. Its products include spray dried and emulsified powders, extrusion and agglomeration, blended lipid systems, liquid flavor delivery systems, juice and dairy bases, chocolate systems, and cereal systems, as well as ice cream bases and variegates. This segment also offers microencapsulation solutions for various applications; and human grade choline nutrients and mineral amino acid chelated products for nutrition and health applications. The Animal Nutrition & Health segment provides microencapsulated products to enhance health and milk production, and delivering nutrient supplements in ruminant animals; chelation technology, which offers enhanced nutrient absorption for various species of production and companion animals; and choline chloride, a nutrient for monogastric animal health. The Specialty Products segment offers ethylene oxide primarily for use in the health care industry; and single use canisters with ethylene oxide for sterilizing re-usable devices. This segment also markets and sells propylene oxide, a fumigant to aid in the control of insects and microbiological spoilage, as well as to reduce bacterial and mold contamination in shell and processed nut meats, processed spices, cacao beans, cocoa powder, raisins, figs, and prunes; and chelated minerals for high value crops. The company sells its products through sales force, independent distributors, and sales agents. Balchem Corporation was incorporated in 1967 and is headquartered in New Hampton, New York."
2291,DBC,Invesco DB Commodity Index Tracking Fund,Financial,Exchange Traded Fund,USA,,,24.13,0.019,1056215.0,Double Bottom,1,"The fund pursues its investment objective by investing in a portfolio of exchange-traded futures on Light Sweet Crude Oil (WTI), Heating Oil, RBOB Gasoline, Natural Gas, Brent Crude, Gold, Silver, Aluminum, Zinc, Copper Grade A, Corn, Wheat, Soybeans, and Sugar. The index is composed of notional amounts of each of these commodities."
2293,WTMF,WisdomTree Managed Futures Strategy Fund,Financial,Exchange Traded Fund,USA,,,32.84,0.004,15559.0,Double Bottom,1,"The fund normally invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in ""managed futures"". It is an actively managed exchange traded fund (""ETF"") that seeks to achieve positive total returns in rising or falling markets that are not directly correlated to broad market equity or fixed income returns. It is non-diversified."
2294,TNYA,"Tenaya Therapeutics, Inc.",Healthcare,Biotechnology,USA,195810000.0,,2.9,-0.0236,277680.0,Double Bottom,1,"Tenaya Therapeutics, Inc., a biotechnology company, discovers, develops, and delivers therapies for heart disease in the United States. It develops its products through cellular regeneration, gene therapy, and precision medicine platforms. The company is developing TN-201, an adeno-associated virus (AAV)-based gene therapy to address genetic hypertrophic cardiomyopathy (gHCM) caused by haploinsufficient myosin binding protein C3 (MYBPC3) gene mutations; and TN-301, a small molecule inhibitor of histone deacetylase 6 (HDAC6i) for use in heart failure with preserved ejection fraction (HFpEF) and genetic dilated cardiomyopathy (gDCM). It is also developing TN-401, an AAV-based gene therapy that addresses genetic arrhythmogenic right ventricular cardiomyopathy (gARVC) caused by plakophilin 2 (PKP2) gene mutations; an AAV-based gene therapy designed to deliver the dwarf open reading frame (DWORF) gene in the heart for DCM; and Reprogramming program, an AAV-based approach for cardiac regeneration to replace heart cells lost in patients experiencing heart failure due to prior myocardial infarction. The company was incorporated in 2016 and is headquartered in South San Francisco, California."
2295,THRN,"Thorne HealthTech, Inc.",Consumer Defensive,Packaged Foods,USA,255700000.0,38.44,4.69,0.0021,32799.0,Double Bottom,1,"Thorne HealthTech, Inc., a science-driven wellness company, provides solutions and personalized approaches to health and wellness in the United States and internationally. It offers various health tests, such as sleep, stress, weight management, gut health, heavy metals, biological age, and other health tests that generate molecular portraits for its customers, as well as develops nutritional supplements and offers wellness education solutions. The company uses the Onegevity platform to map, integrate, and understand the biological features that describe the state of an individual's health, as well as provide actionable insights and personalized data, products, and services that help individuals to take a proactive approach to improve and maintain their health. It primarily serves healthcare professionals, professional athletes, and professional sports and Olympic teams. Thorne HealthTech, Inc. was founded in 1984 and is headquartered in New York, New York."
2296,SHEN,Shenandoah Telecommunications Company,Communication Services,Telecom Services,USA,951340000.0,,18.57,-0.0195,155356.0,Double Bottom,1,"Shenandoah Telecommunications Company, together with its subsidiaries, provides a range of broadband communication services and cell tower colocation space in the Mid-Atlantic portion of the United States. Its Broadband segment offers broadband, video, and voice services to residential and commercial customers in Virginia, West Virginia, Maryland, Pennsylvania, and Kentucky, via hybrid fiber coaxial cable under the Shentel brand, fiber optic services under the Glo Fiber brand, and fixed wireless network services under the Beam brand name. This segment leases fiber and provides Ethernet and wavelength fiber optic services. In addition, the company offers voice and digital subscriber line telephone services. The company's Tower segment owns 220 cell towers and leases colocation space on the towers. Shenandoah Telecommunications Company was founded in 1902 and is based in Edinburg, Virginia."
2297,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,2570000000.0,,11.91,0.011899999999999999,27035.0,Double Bottom,1,"Eaton Vance Senior Floating-Rate Trust is a closed-ended fixed income mutual fund launched and managed by Eaton Vance Management. The fund invests in the fixed income markets of the United States. It primarily invests in senior, secured floating rate loans. It benchmarks the performance of its portfolio against the S&P/LSTA Leveraged Loan Index. Eaton Vance Senior Floating-Rate Trust was formed on November 28, 2003 and is domiciled in the United States."
2298,USL,"United States 12 Month Oil Fund, LP",Financial,Exchange Traded Fund,USA,,,34.38,0.0321,12187.0,Double Bottom,1,"The fund invests primarily in futures contracts for light, sweet crude oil, other types of crude oil, diesel-heating oil, gasoline, natural gas, and other petroleum-based fuels. The Benchmark Oil Futures Contracts are the futures contracts on light, sweet crude oil as traded on the New York Mercantile Exchange."
2299,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,33460000.0,,0.47,0.022000000000000002,40811.0,Double Bottom,1,"Akari Therapeutics, Plc, a clinical-stage biopharmaceutical company, focuses on developing advanced therapies for autoimmune and inflammatory diseases. Its lead product candidate is nomacopan, a second-generation complement inhibitor that prevents inflammatory and prothrombotic activities, including paroxysmal nocturnal hemoglobinuria, Guillain-Barre syndrome, hematopoietic stem cell transplant-associated thrombotic microangiopathy, and bullous pemphigoid. Akari Therapeutics, Plc is based in London, the United Kingdom."
2300,EGLX,Enthusiast Gaming Holdings Inc.,Communication Services,Internet Content & Information,Canada,180510000.0,,0.87,0.06509999999999999,223469.0,Double Bottom,1,"Enthusiast Gaming Holdings Inc. engages in the media, content, entertainment, and esports businesses the United States, Canada, and internationally. The company operates an online network of approximately 100 gaming related websites; owns and operates Enthusiast Gaming Live Expo, a video-gaming expo; provides management and support services to players involved in professional gaming; owns and manages esports teams for various games comprising Call of Duty, Madden NFL, Fortnite, Overwatch, Super Smash Bros., Rocket League, and Valorant; and produces and programs approximately 30 weekly shows across AVOD and OTT channels, and represents approximately 500 gaming influencers on YouTube and Twitch. It also operates Luminosity Gaming, an eSports franchise; and hosts B2B and consumer mobile gaming events. The company was incorporated in 2018 and is headquartered in Toronto, Canada."
2301,TFIN,"Triumph Financial, Inc.",Financial,Banks - Regional,USA,1590000000.0,16.64,65.95,0.045700000000000005,203685.0,Double Bottom,1,"Triumph Financial Inc., a financial and technology company, focuses on payments, factoring, and banking. It operates through a portfolio of brands, including TriumphPay, Triumph, and TBK Bank. The company offers cash flow management services for the trucking industry comprising invoice factoring, fuel discount programs, truck and cargo insurance, and equipment finance, banking, and treasury services. It also provides factoring products and services; insurance products and services; and equipment finance and asset based lending products and services. The company was formerly known as Triumph Bancorp, Inc. and changed its name to Triumph Financial Inc. in December 2022. Triumph Financial Inc. was founded in 1981 and is headquartered in Dallas, Texas."
2305,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,USA,12480000000.0,14.43,105.22,0.022000000000000002,1799467.0,Double Bottom,1,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates in two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprise the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel ocean common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. The company also offers customs broker services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 85,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and/or marketing of fresh produce, including fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota."
2306,XXII,"22nd Century Group, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,234710000.0,,1.06,0.0291,861966.0,Double Bottom,1,"22nd Century Group, Inc., an agricultural biotechnology company, focuses on tobacco harm reduction, reduced nicotine tobacco, and enhancing health and wellness through plant science for the life science and consumer products industries. It develops very low nicotine content tobacco and cigarette products under the VLN King and VLN Menthol King names; and SPECTRUM research cigarettes for use in independent clinical studies. The company has collaboration with Keygene N.V. to develop hemp/cannabis plants for exceptional cannabinoid profiles and other superior agronomic traits for medical, therapeutic, and agricultural uses, as well as other applications. 22nd Century Group, Inc. was founded in 1998 and is headquartered in Buffalo, New York."
2307,CGO,Calamos Global Total Return Fund,Financial,Closed-End Fund - Equity,USA,110640000.0,2.53,10.33,0.0167,31878.0,Double Bottom,1,"Calamos Global Total Return Fund is a closed ended balanced mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in public equity and fixed income markets across the globe. It seeks to invest in securities of companies operating across diversified sectors. The fund primarily invests in equities, convertible bonds, and high yield corporate bonds. It employs both fundamental and quantitative analysis to create its portfolio. The fund benchmarks the performance of its portfolio against MSCI World Index. Calamos Global Total Return Fund was formed on March 30, 2004 and is domiciled in the United States."
2308,PARA,Paramount Global,Communication Services,Entertainment,USA,15690000000.0,5.51,23.35,-0.029500000000000002,9275014.0,Double Bottom,1,"Paramount Global operates as a media and entertainment company worldwide. The company operates through TV Media, Direct-to-Consumer, and Filmed Entertainment segments. The TV Media segment operates domestic and international broadcast networks, including CBS Television Network, Network 10, Channel 5, Telefe, and Chilevision; and cable networks comprising Showtime, BET, Nickelodeon, MTV, Comedy Central, Paramount Network, Smithsonian Channel, and CBS Sports Network. It is also involved in the television production operations; and ownership of broadcast television stations. The Direct-to-Consumer segment provides a portfolio of direct-to-consumer streaming services, including Paramount+, Pluto TV, Showtime Networks' premium subscription streaming service, BET+, and Noggin. The Filmed Entertainment segment operates produces franchise live-action and animated films, and genre films for audiences. It operates under the Paramount Pictures, Paramount Players, Paramount Animation, Nickelodeon Studio, and Miramax names. The company was formerly known as ViacomCBS Inc. and changed its name to Paramount Global in February 2022. Paramount Global was incorporated in 1986 and is headquartered in New York, New York. Paramount Global operates as a subsidiary of National Amusements, Inc."
2309,RNW,ReNew Energy Global Plc,Utilities,Utilities - Renewable,United Kingdom,1640000000.0,,5.7,0.0197,812114.0,Double Bottom,1,"ReNew Energy Global Plc generates power through non-conventional and renewable energy sources in India. The company operates through Wind Power and Solar Power segments. It develops, builds, owns, and operates utility scale wind and solar energy projects, as well as distributed solar energy projects that generate energy for commercial and industrial customers. The company also provides engineering, procurement, and construction services; operation and maintenance services; consultancy services; and sells renewable energy certificates. As of March 31, 2022, its portfolio consisted of 10.69 GW of wind and solar energy projects, hydro, firm power projects, and distributed solar energy projects, of which 7.57 GW projects were commissioned and 3.12 GW were committed. ReNew Energy Global Plc was founded in 2011 and is based in London, the United Kingdom."
2310,TLSA,Tiziana Life Sciences Ltd,Healthcare,Biotechnology,United Kingdom,66739999.99999999,,0.62,0.018000000000000002,17338.0,Double Bottom,1,"Tiziana Life Sciences Ltd, a biotechnology company, focuses on the discovery and development of molecules to treat human diseases in oncology and immunology. The company's lead product candidate in immunology is Foralumab (TZLS-401), a human anti-CD3 monoclonal antibody (mAb) for the treatment of Crohn's, graft versus host, ulcerative colitis, multiple sclerosis, type-1 diabetes, inflammatory bowel, psoriasis, and rheumatoid arthritis diseases. It also develops Milciclib (TZLS-201), a small molecule inhibitor of various cyclin-dependent kinases, tropomycin receptor kinases, and Src family kinases controlling cell growth and malignant progression of cancer; and anti-Interleukin 6 receptor (IL6R) mAb (TZLS-501), a fully human monoclonal antibody for the treatment of IL6-induced inflammation and to treat COVID-19 patients. The company was incorporated in 1998 and is headquatered in London, the United Kingdom."
2311,BST,BlackRock Science and Technology Trust,Financial,Closed-End Fund - Equity,USA,1100000000.0,6.17,33.38,0.0233,181961.0,Double Bottom,1,"BlackRock Science and Technology Trust is a closed ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests directly and indirectly through derivative such as options in public equity markets of countries across the globe. The fund seeks to invest in stocks of companies operating across the science and technology sector. It invests in dividend paying and growth stocks of companies operating across all market capitalizations. BlackRock Science and Technology Trust was formed on 28 October, 2014 and is domiciled in the United States."
2312,RNAZ,"TransCode Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,USA,7770000.0,,0.57,-0.08810000000000001,269505.0,Double Bottom,1,"TransCode Therapeutics, Inc., a biopharmaceutical company, engages in the development and commercialization of drugs and diagnostics for treating and identifying metastatic disease. Its lead therapeutic candidate, TTX-MC138, is a preclinical stage product for the treatment of metastatic cancer. The company's products in preclinical programs include TTX-siPDL1, an siRNA-based modulator of programmed death-ligand 1; TTX-siLIN28B, an siRNA-based inhibitor of RNA-binding protein LIN28B. Its cancer agnostic programs comprise TTX-RIGA, an RNAbased agonist of the RIG-I-driven immune response in the tumor microenvironment; TTX-CRISPR, a CRISPR/Cas9based therapy platform for the repair or elimination of cancer-causing genes inside tumor cells; and TTX-mRNA, an mRNA-based platform for the development of cancer vaccines meant to activate cytotoxic immune responses against tumor cells. The company was incorporated in 2016 and is based in Boston, Massachusetts."
2313,BSL,Blackstone / GSO Senior Floating Rate Term Fund,Financial,Closed-End Fund - Debt,USA,179730000.0,10.15,13.29,0.012199999999999999,43159.0,Double Bottom,1,"Blackstone/GSO Senior Floating Rate Term Fund is a closed-ended fixed income mutual fund launched by The Blackstone Group L.P. It is managed by GSO / Blackstone Debt Funds Management LLC. The fund invests in the fixed income markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in senior secured, floating rate loans that are issued by corporations, partnerships, and other business entities. It seeks to invest in securities that are rated below investment grade. The fund invests in securities across the maturity spectrum, while maintaining an average duration of less than one year. It employs fundamental analysis using a research-driven credit analysis approach while focusing on factors like companies which offer attractive risk / return characteristics to create its portfolio. The fund benchmarks the performance of its portfolio against the S&P/LSTA Leveraged Loan Index. Blackstone/GSO Senior Floating Rate Term Fund was formed on March 4, 2010 and is domiciled in the United States."
2314,GAN,GAN Limited,Consumer Cyclical,Gambling,USA,95770000.0,,2.16,0.0189,162124.0,Double Bottom,1,"GAN Limited operates as a business-to-business (B2B) supplier of enterprise software-as-a-service solutions to online casino gaming and sports betting applications in the United States, Europe, Latin America, and internationally. The company operates in two segments, B2B and Business-to-Consumer (B2C). It offers and licenses GameSTACK, an internet gaming platform that provides turnkey technology solution for regulated real-money internet gambling, online sports betting, and virtual simulated gaming. The company also offers online sports betting, online casino game, and peer-to-peer poker services through its coolbet.com website, as well as a range of development, marketing, and customer support services designed to deploy and provide ongoing operational support for its software systems. It serves regional operators and individual tribal casino operators. The company was incorporated in 1999 and is headquartered in Irvine, California."
2315,FPH,"Five Point Holdings, LLC",Real Estate,Real Estate - Development,USA,180030000.0,,2.5,0.0,94207.0,Double Bottom,1,"Five Point Holdings, LLC, through its subsidiary, Five Point Operating Company, LP, owns and develops mixed-use and planned communities in Orange County, Los Angeles County, and San Francisco County. The company operates in four segments: Valencia, San Francisco, Great Park, and Commercial. It sells residential and commercial land sites to homebuilders, commercial developers, and commercial buyers; operates and owns a commercial office, medical campus, and other properties; and provides development and property management services. The company was formerly known as Newhall Holding Company, LLC and changed its name to Five Point Holdings, LLC in May 2016. Five Point Holdings, LLC was incorporated in 2009 and is headquartered in Irvine, California."
2316,ECX,ECARX Holdings Inc.,Consumer Cyclical,Auto Parts,China,2390000000.0,26.29,6.6,-0.0149,755.0,Double Bottom,1,"ECARX Holdings, Inc. develops hardware and software solutions for the development of connected, automated, and electrified mobility. Its products include infotainment head units, digital cockpits, and vehicle chip-set, as well as operating system and software stack. The company was founded in 2017 and is based in Shanghai, China."
2317,BLI,"Berkeley Lights, Inc.",Healthcare,Biotechnology,USA,150470000.0,,2.26,-0.0216,698836.0,Double Bottom,1,"Berkeley Lights, Inc., a digital cell biology company, focuses on enabling and accelerating the rapid development and commercialization of biotherapeutics and other cell-based products. The company offers an integrated platform, which comprise of proprietary consumables, including OptoSelect chips and reagent kits, automation systems, and application and workflow software. It serves in North America, the Asia Pacific, and Europe. Berkeley Lights, Inc. was incorporated in 2011 and is headquartered in Emeryville, California."
